Sample Station Label,Year,BHC20_100,day1,day2,day3,day4,tssr1,tssr2,tssr3,tssr4,dur1,dur2,dur3,dur4,visit1,visit2,visit3,visit4
PC06-A-04A,2006,CMF,,0.468493151,,,,0.042361111,,,,0.08,,,,1,,
PC06-A-05A,2006,CMF,,0.468493151,,,,0.042361111,,,,0.08,,,,0,,
PC06-A-1,2006,CMF,0.408219178,0.468493151,,,0.0125,0.042361111,,,0.08,0.08,,,0,0,,
PC06-A-10,2006,CMF,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-A-11,2006,CYF,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-A-12,2006,CMF,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-A-13,2006,CYF,,0.468493151,,,,0.042361111,,,,0.08,,,,0,,
PC06-A-14,2006,WRI,,0.468493151,,,,0.042361111,,,,0.08,,,,0,,
PC06-A-15,2006,CMF,,0.468493151,,,,0.042361111,,,,0.08,,,,0,,
PC06-A-16,2006,CYF,,0.468493151,,,,0.042361111,,,,0.08,,,,0,,
PC06-A-2,2006,CMF,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-A-2n,2006,CYF,,0.468493151,,,,0.042361111,,,,0.08,,,,0,,
PC06-A-3,2006,CMF,0.408219178,0.468493151,,,0.0125,0.042361111,,,0.08,0.08,,,0,0,,
PC06-A-4,2006,CMF,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-A-5,2006,CYF,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-A-6,2006,CMF,0.408219178,0.468493151,,,0.0125,0.042361111,,,0.08,0.08,,,0,0,,
PC06-A-7,2006,CMF,0.408219178,0.468493151,,,0.0125,0.042361111,,,0.08,0.08,,,0,0,,
PC06-A-8,2006,WRI,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-A-9,2006,RYF,0.408219178,,,,0.0125,,,,0.08,,,,0,,,
PC06-B-1,2006,DYF,0.408219178,,,,0.064583333,,,,0.08,,,,0,,,
PC06-B-10,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-11,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-12,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-13,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-14,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-15,2006,CMF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-16,2006,CSH,0.408219178,,,,0.064583333,,,,0.08,,,,0,,,
PC06-B-17,2006,CMF,0.408219178,,,,0.064583333,,,,0.08,,,,0,,,
PC06-B-18,2006,DSH,0.408219178,,,,0.064583333,,,,0.08,,,,0,,,
PC06-B-1n,2006,DYF,,0.465753425,,,,0.031944444,,,,0.08,,,,0,,
PC06-B-2,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-3,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-4,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-5,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-6,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-7,2006,CYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-8,2006,DYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-B-9,2006,DYF,0.408219178,0.465753425,,,0.064583333,0.031944444,,,0.08,0.08,,,0,0,,
PC06-C-1,2006,CYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-10,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-10n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-11,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-11n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-12,2006,CYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-12n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-13,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-13n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-14,2006,CYF,0.410958904,0.471232877,,,0.023611111,0.009722222,,,0.08,0.08,,,0,0,,
PC06-C-15,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-15n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-16,2006,DYF,0.410958904,0.471232877,,,0.023611111,0.009722222,,,0.08,0.08,,,0,0,,
PC06-C-1n,2006,CYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-2,2006,DYF,0.410958904,0.471232877,,,0.023611111,0.009722222,,,0.08,0.08,,,0,0,,
PC06-C-3,2006,DYF,0.410958904,0.471232877,,,0.023611111,0.009722222,,,0.08,0.08,,,0,0,,
PC06-C-4,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-4n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-5,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-5n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-6,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-6n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-7,2006,CYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-7n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-C-8,2006,DYF,0.410958904,0.471232877,,,0.023611111,0.009722222,,,0.08,0.08,,,0,0,,
PC06-C-9,2006,DYF,0.410958904,,,,0.023611111,,,,0.08,,,,0,,,
PC06-C-9n,2006,DYF,,0.471232877,,,,0.009722222,,,,0.08,,,,0,,
PC06-D-1,2006,DYF,0.41369863,0.473972603,,,0.017361111,0.006944444,,,0.08,0.08,,,0,0,,
PC06-D-10,2006,CYF,0.41369863,0.473972603,,,0.017361111,0.006944444,,,0.08,0.08,,,0,0,,
PC06-D-11,2006,DYF,0.41369863,0.473972603,,,0.017361111,0.006944444,,,0.08,0.08,,,0,0,,
PC06-D-12,2006,DYF,0.41369863,0.473972603,,,0.017361111,0.006944444,,,0.08,0.08,,,0,0,,
PC06-D-13,2006,DYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-13n,2006,DYF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-14,2006,DYF,0.41369863,0.473972603,,,0.017361111,0.006944444,,,0.08,0.08,,,0,0,,
PC06-D-15,2006,DYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-15n,2006,DYF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-16,2006,DYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-16n,2006,DYF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-2,2006,DYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-2n,2006,DYF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-3,2006,DYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-3n,2006,DYF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-4,2006,DYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-4n,2006,DYF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-5,2006,DYF,0.41369863,0.473972603,,,0.017361111,0.006944444,,,0.08,0.08,,,0,0,,
PC06-D-6,2006,CYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-6n,2006,DYF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-7,2006,CYF,0.41369863,0.473972603,,,0.017361111,0.006944444,,,0.08,0.08,,,0,0,,
PC06-D-8,2006,CYF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-D-9,2006,CMF,,0.473972603,,,,0.006944444,,,,0.08,,,,0,,
PC06-D-9n,2006,CMF,0.41369863,,,,0.017361111,,,,0.08,,,,0,,,
PC06-E-1,2006,DYF,0.41369863,0.471232877,,,0.010416667,0.020833333,,,0.08,0.08,,,0,0,,
PC06-E-10,2006,RSH,0.41369863,,,,0.010416667,,,,0.08,,,,0,,,
PC06-E-10n,2006,CMF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-E-11,2006,CYF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-E-12,2006,DYF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-E-13,2006,RMF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-E-14,2006,RMF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-E-15,2006,RMF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-E-2,2006,CMF,0.41369863,0.471232877,,,0.010416667,0.020833333,,,0.08,0.08,,,0,0,,
PC06-E-3,2006,CYF,0.41369863,0.471232877,,,0.010416667,0.020833333,,,0.08,0.08,,,0,0,,
PC06-E-4,2006,CYF,0.41369863,,,,0.010416667,,,,0.08,,,,0,,,
PC06-E-4n,2006,CMF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-E-5,2006,CYF,0.41369863,0.471232877,,,0.010416667,0.020833333,,,0.08,0.08,,,0,0,,
PC06-E-6,2006,CMF,0.41369863,0.471232877,,,0.010416667,0.020833333,,,0.08,0.08,,,0,0,,
PC06-E-7,2006,CYF,0.41369863,0.471232877,,,0.010416667,0.020833333,,,0.08,0.08,,,0,0,,
PC06-E-8,2006,CYF,0.41369863,0.471232877,,,0.010416667,0.020833333,,,0.08,0.08,,,0,0,,
PC06-E-9,2006,CYF,0.41369863,,,,0.010416667,,,,0.08,,,,0,,,
PC06-E-9n,2006,CMF,,0.471232877,,,,0.020833333,,,,0.08,,,,0,,
PC06-F-1,2006,CMF,0.410958904,,,,0.00625,,,,0.08,,,,0,,,
PC06-F-10,2006,DYF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-11,2006,DYF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-12,2006,DYF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-13,2006,CYF,,0.473972603,,,,0.013888889,,,,0.08,,,,0,,
PC06-F-14,2006,CMF,,0.473972603,,,,0.013888889,,,,0.08,,,,0,,
PC06-F-15,2006,DYF,,0.473972603,,,,0.013888889,,,,0.08,,,,0,,
PC06-F-2,2006,CMF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-3,2006,CMF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-4,2006,CMF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-5,2006,CMF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-6,2006,DMF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-7,2006,CYF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-F-8,2006,DYF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,1,0,,
PC06-F-9,2006,CYF,0.410958904,0.473972603,,,0.00625,0.013888889,,,0.08,0.08,,,0,0,,
PC06-G-1,2006,WGR,0.402739726,,,,0,,,,0.08,,,,0,,,
PC06-G-10,2006,FBT,0.402739726,,,,0,,,,0.08,,,,0,,,
PC06-G-10n,2006,FBT,,0.487671233,,,,0.026388889,,,,0.08,,,,0,,
PC06-G-11,2006,CYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-12,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-13,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-14,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-15,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-16,2006,DYF,0.402739726,,,,0,,,,0.08,,,,0,,,
PC06-G-16n,2006,DYF,,0.487671233,,,,0.026388889,,,,0.08,,,,0,,
PC06-G-2,2006,DYF,0.402739726,,,,0,,,,0.08,,,,0,,,
PC06-G-2n,2006,DYF,,0.487671233,,,,0.026388889,,,,0.08,,,,0,,
PC06-G-3,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-4,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-5,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-6,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-7,2006,CUL,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-8,2006,DYF,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-G-9,2006,FBT,0.402739726,0.487671233,,,0,0.026388889,,,0.08,0.08,,,0,0,,
PC06-H-1,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-10,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-11,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-12,2006,CMF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-13,2006,CMF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-14,2006,CMF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,1,,
PC06-H-15,2006,CYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-16,2006,DYF,,0.476712329,,,,0.024305556,,,,0.08,,,,0,,
PC06-H-17,2006,CMF,,0.476712329,,,,0.024305556,,,,0.08,,,,0,,
PC06-H-2,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-3,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-4,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-5,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-6,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-7,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-8,2006,CMF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-H-9,2006,DYF,0.419178082,0.476712329,,,0.01875,0.024305556,,,0.08,0.08,,,0,0,,
PC06-J-1,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-11,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-12,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-13,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-14,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-15,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-2,2006,DSH,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-3,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-4,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-5,2006,DYF,0.405479452,,,,0.019444444,,,,0.08,,,,0,,,
PC06-J-5n,2006,DYF,,0.482191781,,,,0.020138889,,,,0.08,,,,0,,
PC06-J-6,2006,DYF,0.405479452,,,,0.019444444,,,,0.08,,,,0,,,
PC06-J-6n,2006,DYF,,0.482191781,,,,0.020138889,,,,0.08,,,,0,,
PC06-J-7,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-8,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-J-9,2006,DYF,0.405479452,0.482191781,,,0.019444444,0.020138889,,,0.08,0.08,,,0,0,,
PC06-K-02b,2006,CYF,,0.476712329,,,,0.026388889,,,,0.08,,,,0,,
PC06-K-03b,2006,DYF,,0.476712329,,,,0.026388889,,,,0.08,,,,0,,
PC06-K-1,2006,CYF,0.421917808,,,,0.015972222,,,,0.08,,,,0,,,
PC06-K-13,2006,CMF,0.421917808,,,,0.015972222,,,,0.08,,,,0,,,
PC06-K-13b,2006,CMF,,0.476712329,,,,0.026388889,,,,0.08,,,,0,,
PC06-K-14,2006,CMF,0.421917808,,,,0.015972222,,,,0.08,,,,0,,,
PC06-K-16,2006,CMF,,0.476712329,,,,0.026388889,,,,0.08,,,,0,,
PC06-K-2,2006,CYF,0.421917808,,,,0.015972222,,,,0.08,,,,0,,,
PC06-K-3,2006,DYF,0.421917808,,,,0.015972222,,,,0.08,,,,0,,,
PC06-K-4,2006,DYF,0.421917808,,,,0.015972222,,,,0.08,,,,0,,,
PC06-K-4n,2006,DYF,,0.476712329,,,,0.026388889,,,,0.08,,,,0,,
PC06-K-5,2006,DYF,0.421917808,,,,0.015972222,,,,0.08,,,,0,,,
PC06-K-5n,2006,DYF,,0.476712329,,,,0.026388889,,,,0.08,,,,0,,
PC06-K-6,2006,DYF,0.421917808,0.476712329,,,0.015972222,0.026388889,,,0.08,0.08,,,0,0,,
PC06-K-7,2006,DYF,0.421917808,0.476712329,,,0.015972222,0.026388889,,,0.08,0.08,,,0,0,,
PC06-K-8,2006,DYF,0.421917808,0.476712329,,,0.015972222,0.026388889,,,0.08,0.08,,,0,0,,
PC06-L-1,2006,RMF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-10,2006,DYF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-11,2006,DYF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-12,2006,DYF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-13,2006,CMF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-14,2006,CMF,,0.479452055,,,,0.016666667,,,,0.08,,,,0,,
PC06-L-2,2006,CMF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-3,2006,CMF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-4,2006,CMF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-5,2006,CMF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,1,0,,
PC06-L-6,2006,CMF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-L-7,2006,DYF,0.416438356,0.479452055,,,0.030555556,0.016666667,,,0.08,0.08,,,0,0,,
PC06-M-1,2006,RYF,0.416438356,,,,0.027083333,,,,0.08,,,,0,,,
PC06-M-10,2006,DYF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-11,2006,DSS,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-12,2006,DSH,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-13,2006,WRI,0.416438356,,,,0.027083333,,,,0.08,,,,0,,,
PC06-M-14,2006,WRI,0.416438356,,,,0.027083333,,,,0.08,,,,0,,,
PC06-M-15,2006,CMF,0.416438356,,,,0.027083333,,,,0.08,,,,0,,,
PC06-M-16,2006,DSS,0.416438356,,,,0.027083333,,,,0.08,,,,0,,,
PC06-M-1n,2006,RYF,,0.479452055,,,,0.033333333,,,,0.08,,,,0,,
PC06-M-2,2006,CMF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-3,2006,CMF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-4,2006,DYF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-5,2006,RYF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-6,2006,DYF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-7,2006,RYF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-8,2006,RYF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-M-9,2006,CMF,0.416438356,0.479452055,,,0.027083333,0.033333333,,,0.08,0.08,,,0,0,,
PC06-N-1,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-10,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-11,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-12,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-13,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-14,2006,RYF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-2,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-3,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-4,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-5,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-6,2006,RMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-7,2006,RMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-8,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-N-9,2006,CMF,0.416438356,0.479452055,,,0.025694444,0.023611111,,,0.08,0.08,,,0,0,,
PC06-T-1,2006,RMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-10,2006,CMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-11,2006,RMF,0.424657534,,,,0.004166667,,,,0.08,,,,0,,,
PC06-T-12,2006,RMF,0.424657534,,,,0.004166667,,,,0.08,,,,0,,,
PC06-T-13,2006,NVE,0.424657534,,,,0.004166667,,,,0.08,,,,0,,,
PC06-T-14,2006,RYF,0.424657534,,,,0.004166667,,,,0.08,,,,0,,,
PC06-T-15,2006,CMF,0.424657534,,,,0.004166667,,,,0.08,,,,0,,,
PC06-T-16,2006,RMF,0.424657534,,,,0.004166667,,,,0.08,,,,0,,,
PC06-T-2,2006,CMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-3,2006,CMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-4,2006,DMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-5,2006,DMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-6,2006,DMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-7,2006,CMF,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-8,2006,WSH,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-T-9,2006,WSH,0.424657534,0.476712329,,,0.004166667,0.03125,,,0.08,0.08,,,0,0,,
PC06-X-10,2006,CYF,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC06-X-11,2006,CMF,,0.463013699,,,,0.011111111,,,,0.08,,,,0,,
PC06-X-12,2006,DMF,,0.463013699,,,,0.011111111,,,,0.08,,,,0,,
PC06-X-3,2006,DYF,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC06-X-4,2006,CYF,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC06-X-5,2006,CYF,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC06-X-6,2006,DSH,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC06-X-7,2006,DSH,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC06-X-8,2006,CMF,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC06-X-9,2006,DYF,0.408219178,0.463013699,,,0.049305556,0.011111111,,,0.08,0.08,,,0,0,,
PC08-12-1,2008,DMF,,0.438356164,0.471232877,,,0.027083333,0.011111111,,,0.08,0.08,,,0,0,
PC08-12-10,2008,DYF,,0.438356164,0.471232877,,,0.027083333,0.011111111,,,0.08,0.08,,,0,0,
PC08-12-10n,2008,DYF,0.41369863,,,,0.021527778,,,,0.08,,,,0,,,
PC08-12-11,2008,DYF,,0.438356164,0.471232877,,,0.027083333,0.011111111,,,0.08,0.08,,,0,0,
PC08-12-11n,2008,DYF,0.41369863,,,,0.021527778,,,,0.08,,,,0,,,
