Sample Station Label,Year,BHC20_100,day1,day2,day3,day4,tssr1,tssr2,tssr3,tssr4,dur1,dur2,dur3,dur4,visit1,visit2,visit3,visit4
PC16-159,2016,RMF,0.380821918,0.443835616,0.493150685,,-0.009722222,0.152777778,0.117361111,,0.08,0.08,0.08,,0,0,0,
PC16-160,2016,DYF,0.380821918,0.443835616,0.493150685,,0.002777778,0.165972222,0.128472222,,0.08,0.08,0.08,,0,0,0,
PC16-161,2016,DSS,0.380821918,0.443835616,0.493150685,,0.034027778,0.013888889,0.015972222,,0.08,0.08,0.08,,0,0,0,
PC16-162,2016,DSS,0.380821918,0.443835616,0.493150685,,0.045138889,0.025694444,0.027777778,,0.08,0.08,0.08,,0,0,0,
PC16-163,2016,DSS,0.380821918,0.443835616,0.493150685,,0.052777778,0.034027778,0.040277778,,0.08,0.08,0.08,,0,0,0,
PC16-164,2016,DSS,0.380821918,0.443835616,,,0.061805556,0.04375,,,0.08,0.08,,,0,0,,
PC16-165,2016,DSS,0.380821918,0.443835616,0.493150685,,0.070138889,0.053472222,0.050694444,,0.08,0.08,0.08,,0,0,0,
PC16-166,2016,CUL,0.380821918,0.443835616,0.493150685,,0.107638889,0.066666667,0.0625,,0.08,0.08,0.08,,0,0,0,
PC16-167,2016,CUL,0.380821918,0.443835616,0.493150685,,0.11875,0.078472222,0.075,,0.08,0.08,0.08,,0,0,0,
PC16-168,2016,CUL,0.443835616,,,,0.090277778,,,,0.08,,,,0,,,
PC16-197,2016,CYF,0.4,0.452054795,0.506849315,,0.129861111,0.136805556,0.059027778,,0.08,0.08,0.08,,0,0,0,
PC16-198,2016,CYF,0.4,0.452054795,0.506849315,,0.095138889,0.157638889,0.015972222,,0.08,0.08,0.08,,0,0,0,
PC16-199,2016,CYF,0.4,0.452054795,0.506849315,,0.119444444,0.125,0.045138889,,0.08,0.08,0.08,,0,0,0,
PC16-200,2016,CYF,0.4,0.452054795,0.506849315,,0.10625,0.16875,0.027777778,,0.08,0.08,0.08,,0,0,0,
PC16-300,2016,DSS,0.4,0.449315068,0.504109589,,0.199305556,0.013888889,0.009027778,,0.08,0.08,0.08,,0,0,0,
PC16-301,2016,DSS,0.4,0.449315068,0.504109589,,0.206944444,0.022916667,0.018055556,,0.08,0.08,0.08,,0,0,0,
PC16-302,2016,DSS,0.405479452,0.449315068,0.504109589,,-0.002083333,0.035416667,0.027777778,,0.08,0.08,0.08,,0,0,0,
PC16-303,2016,CUL,0.449315068,0.504109589,,,0.184027778,0.195833333,,,0.08,0.08,,,0,0,,
PC16-304,2016,CUL,0.405479452,0.449315068,0.504109589,,0.130555556,0.195138889,0.205555556,,0.08,0.08,0.08,,0,0,0,
PC16-314,2016,CMF,0.515068493,,,,0.020138889,,,,0.08,,,,0,,,
PC16-315,2016,CMF,0.515068493,,,,0.045833333,,,,0.08,,,,0,,,
PC17-CC-01,2017,DMF,0.424657534,0.517808219,,,0.072916667,0.027083333,,,0.167,0.167,,,0,0,,
PC17-CC-02,2017,DSH,0.424657534,0.517808219,,,0.088194444,0.028472222,,,0.167,0.167,,,0,0,,
PC17-CC-03,2017,DYF,0.424657534,0.517808219,,,0.077083333,0.038888889,,,0.167,0.167,,,0,0,,
PC17-CC-04,2017,DYF,0.424657534,0.517808219,,,0.089583333,0.04375,,,0.167,0.167,,,0,0,,
PC17-CC-05,2017,RSH,0.424657534,0.517808219,,,0.109722222,0.054166667,,,0.167,0.167,,,0,0,,
PC17-CC-06,2017,RYF,0.424657534,0.517808219,,,0.117361111,0.066666667,,,0.167,0.167,,,0,0,,
PC17-CC-07,2017,RSH,0.424657534,0.517808219,,,0.138194444,0.083333333,,,0.167,0.167,,,0,0,,
PC17-CC-08,2017,RYF,0.424657534,0.517808219,,,0.174305556,0.068055556,,,0.167,0.167,,,0,0,,
PC17-CC-09,2017,RYF,0.424657534,0.517808219,,,0.170833333,0.1,,,0.167,0.167,,,0,0,,
PC17-CC-10,2017,RYF,0.424657534,0.517808219,,,0.193055556,0.085416667,,,0.167,0.167,,,0,0,,
PC17-CC-11,2017,RMF,0.424657534,0.517808219,,,0.186111111,0.118055556,,,0.167,0.167,,,0,0,,
PC17-CC-13,2017,RMF,0.424657534,0.517808219,,,0.204166667,0.105555556,,,0.167,0.167,,,0,0,,
PC17-HR-01,2017,RSH,0.449315068,,,,0.017361111,,,,0.167,,,,0,,,
PC17-HR-02,2017,RMF,0.449315068,,,,0.034027778,,,,0.167,,,,0,,,
PC17-HR-03,2017,DYF,0.449315068,0.512328767,,,0.05,0.013888889,,,0.167,0.167,,,0,0,,
PC17-HR-04,2017,DMF,0.449315068,0.512328767,,,0.071527778,0.038194444,,,0.167,0.167,,,0,0,,
PC17-HR-05,2017,DYF,0.449315068,0.512328767,,,0.081944444,0.052777778,,,0.167,0.167,,,0,0,,
PC17-HR-06,2017,WRI,0.449315068,0.512328767,,,0.115277778,0.096527778,,,0.167,0.167,,,0,0,,
PC17-HR-07,2017,RYF,0.449315068,0.512328767,,,0.128472222,0.1125,,,0.167,0.167,,,0,0,,
PC17-HR-08,2017,WRI,0.449315068,0.512328767,,,0.167361111,0.159027778,,,0.167,0.167,,,0,0,,
PC17-HR-09,2017,RMF,0.449315068,0.512328767,,,0.186111111,0.179166667,,,0.167,0.167,,,0,0,,
PC17-HR-10,2017,RMF,0.449315068,0.512328767,,,0.200694444,0.195138889,,,0.167,0.167,,,0,0,,
PC17-HR-11,2017,RYF,0.449315068,0.512328767,,,0.211111111,0.20625,,,0.167,0.167,,,0,0,,
PC17-HR-12,2017,DYF,0.449315068,0.512328767,,,0.138888889,0.124305556,,,0.167,0.167,,,0,0,,
PC17-PR-01,2017,DYF,0.410958904,0.490410959,,,0.015277778,0.001388889,,,0.167,0.167,,,0,0,,
PC17-PR-02,2017,WRI,0.410958904,0.493150685,,,0.025694444,0.010416667,,,0.167,0.167,,,0,0,,
PC17-PR-03,2017,DSH,0.410958904,0.493150685,,,0.036111111,0.025694444,,,0.167,0.167,,,0,0,,
PC17-PR-04,2017,WRI,0.410958904,0.493150685,,,0.011805556,-0.00625,,,0.167,0.167,,,0,0,,
PC17-PR-05,2017,RSH,0.410958904,0.493150685,,,0.046527778,0.026388889,,,0.167,0.167,,,0,0,,
PC17-PR-06,2017,DYF,0.410958904,0.493150685,,,0.056944444,0.052083333,,,0.167,0.167,,,0,0,,
PC17-PR-07,2017,DSH,0.410958904,0.493150685,,,0.063888889,0.052777778,,,0.167,0.167,,,0,0,,
PC17-PR-08,2017,DYF,0.410958904,0.493150685,,,0.081944444,0.076388889,,,0.167,0.167,,,0,0,,
PC17-PR-09,2017,DYF,0.410958904,0.493150685,,,0.089583333,0.079861111,,,0.167,0.167,,,0,0,,
PC17-PR-10,2017,RSH,0.410958904,0.493150685,,,0.115972222,0.102083333,,,0.167,0.167,,,0,0,,
PC17-PR-11,2017,RSH,0.410958904,0.493150685,,,0.129861111,0.114583333,,,0.167,0.167,,,0,0,,
PC17-PR-12,2017,RYF,0.410958904,0.490410959,,,0.147916667,0.129861111,,,0.167,0.167,,,0,0,,
PC17-PR-13,2017,DMF,0.410958904,0.493150685,,,0.159027778,0.133333333,,,0.167,0.167,,,0,0,,
PC17-PR-14,2017,RMF,0.410958904,0.493150685,,,0.139583333,0.118055556,,,0.167,0.167,,,0,0,,
PC17-PR-15,2017,RMF,0.410958904,0.493150685,,,0.177083333,0.150694444,,,0.167,0.167,,,0,0,,
PC17-PR-16,2017,RSH,0.410958904,0.493150685,,,0.20625,0.166666667,,,0.167,0.167,,,0,0,,
PC17-PR-17,2017,RMF,0.410958904,0.493150685,,,0.222222222,0.184027778,,,0.167,0.167,,,0,0,,
PC17-PR-18,2017,RSH,0.410958904,0.490410959,,,0.177083333,0.165277778,,,0.167,0.167,,,0,0,,
PC17-PR-19,2017,DYF,0.410958904,0.493150685,,,0.197222222,0.188888889,,,0.167,0.167,,,0,0,,
PC17-PR-20,2017,RSH,0.41369863,0.495890411,,,0.014583333,-0.002083333,,,0.167,0.167,,,0,0,,
PC17-PR-21,2017,RSH,0.41369863,0.495890411,,,0.057638889,-0.003472222,,,0.167,0.167,,,0,0,,
PC17-PR-22,2017,RSH,0.41369863,0.495890411,,,0.053472222,0.015972222,,,0.167,0.167,,,0,0,,
PC17-PR-23,2017,RYF,0.41369863,0.495890411,,,0.043055556,0.025694444,,,0.167,0.167,,,0,0,,
PC17-PR-24,2017,RSH,0.41369863,0.495890411,,,0.048611111,0.041666667,,,0.167,0.167,,,0,0,,
PC17-PR-25,2017,RYF,0.41369863,0.495890411,,,0.058333333,0.031944444,,,0.167,0.167,,,0,0,,
PC17-PR-26,2017,RSH,0.41369863,0.495890411,,,0.070138889,0.019444444,,,0.167,0.167,,,0,0,,
PC17-PR-27,2017,WRI,0.41369863,0.495890411,,,0.110416667,0.066666667,,,0.167,0.167,,,0,0,,
PC17-PR-28,2017,CMF,0.41369863,0.495890411,,,0.115277778,0.076388889,,,0.167,0.167,,,0,0,,
PC17-PR-29,2017,WRI,0.41369863,0.495890411,,,0.144444444,0.090277778,,,0.167,0.167,,,0,0,,
PC17-PR-30,2017,WRI,0.41369863,0.495890411,,,0.158333333,0.102083333,,,0.167,0.167,,,0,0,,
PC17-PR-31,2017,DYF,0.41369863,0.495890411,,,0.185416667,0.121527778,,,0.167,0.167,,,0,0,,
PC17-PR-32,2017,RSH,0.41369863,0.495890411,,,0.159027778,0.134722222,,,0.167,0.167,,,0,0,,
PC17-PR-33,2017,WRI,0.41369863,0.495890411,,,0.147916667,0.147916667,,,0.167,0.167,,,0,0,,
PC17-PR-34,2017,DYF,0.41369863,0.495890411,,,0.173611111,0.126388889,,,0.167,0.167,,,0,0,,
PC17-PR-35,2017,RYF,0.41369863,0.495890411,,,0.1875,0.140277778,,,0.167,0.167,,,0,0,,
PC17-PR-36,2017,RSH,0.41369863,0.495890411,,,0.1875,0.113888889,,,0.167,0.167,,,0,0,,
PC17-PR-37,2017,WRI,0.41369863,0.495890411,,,0.203472222,0.099305556,,,0.167,0.167,,,0,0,,
PC17-PR-38,2017,WGR,0.408219178,0.487671233,,,0.020138889,0.036111111,,,0.167,0.167,,,0,0,,
PC17-PR-39,2017,WSH,0.408219178,0.487671233,,,0.038888889,0.019444444,,,0.167,0.167,,,0,0,,
PC17-PR-40,2017,WSH,0.408219178,0.487671233,,,0.064583333,0.054861111,,,0.167,0.167,,,0,0,,
PC17-PR-41,2017,DMF,0.408219178,0.509589041,,,0.079166667,0.015277778,,,0.167,0.167,,,0,0,,
PC17-PR-43,2017,DMF,0.408219178,0.509589041,,,0.105555556,0.034027778,,,0.167,0.167,,,0,0,,
PC17-PR-44,2017,WSH,0.408219178,0.509589041,,,0.201388889,0.052777778,,,0.167,0.167,,,0,0,,
PC17-PR-45,2017,WGR,0.408219178,0.509589041,,,0.122222222,0.078472222,,,0.167,0.167,,,0,0,,
PC17-PR-46,2017,WGR,0.408219178,0.509589041,,,0.145138889,0.1125,,,0.167,0.167,,,0,0,,
PC17-PR-47,2017,WGR,0.408219178,0.509589041,,,0.172222222,0.095138889,,,0.167,0.167,,,0,0,,
PC17-PR-48,2017,FBS,0.405479452,0.509589041,,,0.147222222,0.070833333,,,0.167,0.167,,,0,0,,
PC17-PR-49,2017,DYF,0.405479452,0.509589041,,,0.171527778,0.049305556,,,0.167,0.167,,,0,0,,
PC17-PR-50,2017,FBT,0.405479452,0.509589041,,,0.130555556,0.029861111,,,0.167,0.167,,,0,0,,
PC17-PR-51,2017,DYF,0.405479452,0.509589041,,,0.191666667,0.0875,,,0.167,0.167,,,0,0,,
PC17-PR-52,2017,FBT,0.405479452,0.509589041,,,0.110416667,0.015277778,,,0.167,0.167,,,0,0,,
PC17-PR-53,2017,DYF,0.405479452,0.509589041,,,0.204861111,0.102777778,,,0.167,0.167,,,0,0,,
PC17-PR-54,2017,FBS,0.405479452,0.487671233,,,0.076388889,0.048611111,,,0.167,0.167,,,0,0,,
PC17-PR-56,2017,CMF,0.405479452,0.487671233,,,0.053472222,0.023611111,,,0.167,0.167,,,0,0,,
PC17-PR-57,2017,CSH,0.405479452,0.487671233,,,0.030555556,-0.002083333,,,0.167,0.167,,,0,0,,
PC17-PR-59,2017,DSH,0.416438356,0.495890411,,,0.050694444,0.172916667,,,0.167,0.167,,,0,0,,
PC17-PR-60,2017,WRI,0.416438356,0.495890411,,,0.0625,0.173611111,,,0.167,0.167,,,0,0,,
PC17-PR-61,2017,RSH,0.416438356,0.498630137,,,0.050694444,0.004861111,,,0.167,0.167,,,0,0,,
PC17-PR-62,2017,RMF,0.416438356,0.498630137,,,0.071527778,0.01875,,,0.167,0.167,,,0,0,,
PC17-PR-63,2017,RMF,0.416438356,0.498630137,,,0.0875,0.035416667,,,0.167,0.167,,,0,0,,
PC17-PR-64,2017,RSH,0.416438356,0.498630137,,,0.098611111,0.020833333,,,0.167,0.167,,,0,0,,
PC17-PR-65,2017,DYF,0.416438356,0.498630137,,,0.083333333,0.008333333,,,0.167,0.167,,,0,0,,
PC17-PR-66,2017,CMF,0.416438356,0.498630137,,,0.125694444,0.065972222,,,0.167,0.167,,,0,0,,
PC17-PR-67,2017,DMF,0.416438356,0.498630137,,,0.130555556,0.063888889,,,0.167,0.167,,,0,0,,
PC17-PR-70,2017,DMF,0.416438356,0.498630137,,,0.156944444,0.122222222,,,0.167,0.167,,,0,0,,
PC17-PR-71,2017,RSH,0.416438356,0.498630137,,,0.16875,0.139583333,,,0.167,0.167,,,0,0,,
PC17-PR-72,2017,DMF,0.416438356,0.498630137,,,0.179166667,0.133333333,,,0.167,0.167,,,0,0,,
PC17-PR-73,2017,DMF,0.416438356,0.498630137,,,0.163888889,0.118055556,,,0.167,0.167,,,0,0,,
PC17-PR-74,2017,WRI,0.416438356,0.498630137,,,0.206944444,0.174305556,,,0.167,0.167,,,0,0,,
PC17-PR-75,2017,RYF,0.416438356,0.498630137,,,0.204166667,0.159722222,,,0.167,0.167,,,0,0,,
PC17-PR-76,2017,RMF,0.419178082,0.498630137,,,0.031944444,0.169444444,,,0.167,0.167,,,0,0,,
PC17-PR-77,2017,DMF,0.419178082,,,,0.038194444,,,,0.167,,,,0,,,
PC17-PR-78,2017,RYF,0.419178082,0.501369863,,,0.070138889,0.026388889,,,0.167,0.167,,,0,0,,
PC17-PR-79,2017,RYF,0.419178082,0.501369863,,,0.056944444,0.046527778,,,0.167,0.167,,,0,0,,
PC17-PR-80,2017,WRI,0.419178082,0.501369863,,,0.074305556,0.065277778,,,0.167,0.167,,,0,0,,
PC17-PR-81,2017,RYF,0.419178082,0.501369863,,,0.099305556,0.065972222,,,0.167,0.167,,,0,0,,
PC17-PR-82,2017,RMF,0.419178082,0.501369863,,,0.113194444,0.102083333,,,0.167,0.167,,,0,0,,
PC17-PR-83,2017,RSH,0.419178082,0.501369863,,,0.118055556,0.067361111,,,0.167,0.167,,,0,0,,
PC17-PR-84,2017,DSH,0.419178082,0.501369863,,,0.13125,0.082638889,,,0.167,0.167,,,0,0,,
PC17-PR-85,2017,DMF,0.419178082,0.501369863,,,0.14375,0.136805556,,,0.167,0.167,,,0,0,,
PC17-PR-86,2017,RYF,0.419178082,0.501369863,,,0.173611111,0.114583333,,,0.167,0.167,,,0,0,,
PC17-PR-87,2017,DYF,0.419178082,0.501369863,,,0.170833333,0.1625,,,0.167,0.167,,,0,0,,
PC17-PR-88,2017,CYF,0.419178082,0.501369863,,,0.198611111,0.164583333,,,0.167,0.167,,,0,0,,
PC17-RU-01,2017,DSS,0.421917808,,,,0.124305556,,,,0.167,,,,0,,,
PC17-RU-02,2017,DSG,0.421917808,0.504109589,,,0.107638889,0.15625,,,0.167,0.167,,,0,0,,
PC17-RU-03,2017,DYF,0.421917808,0.504109589,,,0.077777778,0.129166667,,,0.167,0.167,,,0,0,,
PC17-RU-04,2017,DYF,0.421917808,0.504109589,,,0.049305556,0.104166667,,,0.167,0.167,,,0,0,,
PC17-RU-05,2017,DSH,0.421917808,0.504109589,,,0.034027778,0.0875,,,0.167,0.167,,,0,0,,
PC17-RU-06,2017,RYF,0.421917808,0.504109589,,,0.011805556,0.047222222,,,0.167,0.167,,,0,0,,
PC17-RU-07,2017,RYF,0.421917808,0.504109589,,,0.170833333,0.063194444,,,0.167,0.167,,,0,0,,
PC17-RU-08,2017,CUL,0.421917808,0.504109589,,,0.215972222,0.020138889,,,0.167,0.167,,,0,0,,
PC17-RU-09,2017,DSG,0.421917808,0.504109589,,,0.194444444,0.001388889,,,0.167,0.167,,,0,0,,
PC17-RU-10,2017,CUL,0.421917808,0.504109589,,,0.239583333,0.03125,,,0.167,0.167,,,0,0,,
PC17-WC-03,2017,DSG,0.435616438,0.512328767,,,-0.004861111,-0.006944444,,,0.167,0.167,,,0,0,,
PC17-WC-04,2017,DMF,0.435616438,0.512328767,,,0.014583333,0.006944444,,,0.167,0.167,,,0,0,,
PC17-WC-05,2017,DSG,0.435616438,0.512328767,,,0.031944444,0.019444444,,,0.167,0.167,,,0,0,,
PC17-WC-06,2017,DSS,0.435616438,0.512328767,,,0.070833333,0.045138889,,,0.167,0.167,,,0,0,,
PC17-WC-07,2017,DSG,0.435616438,0.512328767,,,0.054861111,0.034027778,,,0.167,0.167,,,0,0,,
PC17-WC-08,2017,DSS,0.435616438,0.512328767,,,0.086805556,0.066666667,,,0.167,0.167,,,0,0,,
PC17-WC-10,2017,DSS,0.435616438,0.512328767,,,0.106944444,0.083333333,,,0.167,0.167,,,0,0,,
PC17-WC-11,2017,DSG,0.435616438,0.512328767,,,0.125,0.100694444,,,0.167,0.167,,,0,0,,
PC17-WC-13,2017,DMF,0.435616438,0.512328767,,,0.15625,0.130555556,,,0.167,0.167,,,0,0,,
PC17-WC-14,2017,DSS,0.435616438,0.512328767,,,0.141666667,0.115972222,,,0.167,0.167,,,0,0,,
PC17-WC-15,2017,DMF,0.435616438,0.512328767,,,0.174305556,0.14375,,,0.167,0.167,,,0,0,,
PC18-001,2018,RMF,0.435616438,0.471232877,,,0.007638889,0.019444444,,,0.167,0.167,,,0,0,,
PC18-002,2018,RSH,0.435616438,0.471232877,,,0.013888889,0.024305556,,,0.167,0.167,,,0,0,,
PC18-003,2018,RMF,0.435616438,0.471232877,,,0.034722222,0.063888889,,,0.167,0.167,,,0,0,,
PC18-004,2018,WRI,0.435616438,0.471232877,,,0.068055556,0.086111111,,,0.167,0.167,,,0,0,,
PC18-005,2018,RSH,0.435616438,0.471232877,,,0.083333333,0.100694444,,,0.167,0.167,,,0,0,,
PC18-006,2018,RMF,0.435616438,0.471232877,,,0.114583333,0.101388889,,,0.167,0.167,,,0,0,,
PC18-007,2018,RSH,0.435616438,0.471232877,,,0.075694444,0.123611111,,,0.167,0.167,,,0,0,,
PC18-008,2018,WRI,0.435616438,0.471232877,,,0.1125,0.125694444,,,0.167,0.167,,,0,0,,
PC18-009,2018,RMF,0.435616438,0.471232877,,,0.132638889,0.151388889,,,0.167,0.167,,,0,0,,
PC18-010,2018,RSH,0.435616438,0.471232877,,,0.141666667,0.18125,,,0.167,0.167,,,0,0,,
PC18-011,2018,CMF,0.435616438,0.471232877,,,0.16875,0.200694444,,,0.167,0.167,,,0,1,,
PC18-012,2018,CMF,0.435616438,0.471232877,,,0.202777778,0.16875,,,0.167,0.167,,,0,0,,
PC18-013,2018,RMF,0.438356164,0.490410959,,,0.014583333,0.045833333,,,0.167,0.167,,,0,0,,
PC18-014,2018,DSG,,0.463013699,,,,0.075,,,,0.167,,,,0,,
PC18-015,2018,DSG,0.42739726,0.463013699,,,0.040972222,0.056944444,,,0.167,0.167,,,0,0,,
PC18-016,2018,RSH,0.44109589,0.490410959,,,0.020138889,0.0875,,,0.167,0.167,,,0,0,,
PC18-017,2018,DSS,0.42739726,0.463013699,,,0.027083333,0.040277778,,,0.167,0.167,,,0,0,,
PC18-018,2018,DSS,0.42739726,0.463013699,,,0.043055556,0.026388889,,,0.167,0.167,,,0,0,,
PC18-019,2018,DSG,0.42739726,0.463013699,,,0.059027778,0.0125,,,0.167,0.167,,,0,0,,
PC18-020,2018,DMF,0.44109589,0.493150685,,,0.086111111,0.029861111,,,0.167,0.167,,,0,0,,
PC18-021,2018,DMF,0.44109589,0.493150685,,,0.159027778,0.059722222,,,0.167,0.167,,,0,1,,
PC18-022,2018,DMF,0.44109589,0.493150685,,,0.125694444,0.056944444,,,0.167,0.167,,,1,5,,
PC18-023,2018,CYF,0.430136986,0.463013699,,,0.014583333,0.125694444,,,0.167,0.167,,,0,0,,
PC18-024,2018,CYF,0.430136986,0.463013699,,,0.047916667,0.160416667,,,0.167,0.167,,,0,0,,
PC18-025,2018,CSH,0.430136986,0.463013699,,,0.020138889,0.178472222,,,0.167,0.167,,,0,0,,
PC18-026,2018,DYF,0.430136986,0.463013699,,,0.0375,0.192361111,,,0.167,0.167,,,0,0,,
PC18-027,2018,FBS,0.42739726,0.465753425,,,0.135416667,0.000694444,,,0.167,0.167,,,0,0,,
PC18-028,2018,CMF,0.42739726,0.465753425,,,0.133333333,0.015277778,,,0.167,0.167,,,0,0,,
PC18-029,2018,DSS,0.42739726,0.465753425,,,0.157638889,0.038194444,,,0.167,0.167,,,0,0,,
PC18-030,2018,DSG,0.42739726,0.465753425,,,0.159722222,0.060416667,,,0.167,0.167,,,0,0,,
PC18-031,2018,DSS,0.42739726,0.465753425,,,0.186111111,0.086805556,,,0.167,0.167,,,0,0,,
PC18-032,2018,DYF,0.42739726,0.465753425,,,0.20625,0.107638889,,,0.167,0.167,,,0,0,,
PC18-033,2018,DYF,0.42739726,0.465753425,,,0.193055556,0.130555556,,,0.167,0.167,,,0,0,,
PC18-034,2018,DYF,0.42739726,0.465753425,,,0.216666667,0.202777778,,,0.167,0.167,,,0,0,,
PC18-035,2018,DSS,0.430136986,0.465753425,,,0.092361111,0.18125,,,0.167,0.167,,,0,0,,
PC18-036,2018,DSS,0.430136986,0.476712329,,,0.096527778,0.016666667,,,0.167,0.167,,,0,0,,
PC18-039,2018,RYF,0.432876712,0.468493151,,,0.004166667,0.032638889,,,0.167,0.167,,,0,0,,
PC18-040,2018,DSS,0.432876712,0.468493151,,,0.00625,0.004861111,,,0.167,0.167,,,0,0,,
PC18-041,2018,DSH,0.416438356,0.473972603,,,0.006944444,0.004861111,,,0.167,0.167,,,0,0,,
PC18-042,2018,DSH,0.432876712,0.468493151,,,0.047222222,0.041666667,,,0.167,0.167,,,0,0,,
PC18-043,2018,DYF,0.416438356,0.473972603,,,0.004861111,0.013194444,,,0.167,0.167,,,0,0,,
PC18-044,2018,RSH,0.432876712,0.468493151,,,0.03125,0.007638889,,,0.167,0.167,,,0,0,,
PC18-045,2018,CUL,0.432876712,0.468493151,,,0.032638889,0.025,,,0.167,0.167,,,0,0,,
PC18-045A,2018,RMF,0.432876712,0.468493151,,,0.075,0.0625,,,0.167,0.167,,,0,0,,
PC18-046,2018,CMF,0.416438356,0.473972603,,,0.03125,0.025,,,0.167,0.167,,,0,1,,
PC18-047,2018,CYF,0.416438356,0.473972603,,,0.05,0.039583333,,,0.167,0.167,,,0,1,,
PC18-048,2018,CSH,0.416438356,0.473972603,,,0.042361111,0.050694444,,,0.167,0.167,,,0,0,,
PC18-049,2018,CSH,0.416438356,0.473972603,,,0.061805556,0.070138889,,,0.167,0.167,,,0,0,,
PC18-050,2018,CYF,,0.473972603,,,,0.059722222,,,,0.167,,,,1,,
PC18-051,2018,CMF,0.416438356,0.473972603,,,0.095138889,0.108333333,,,0.167,0.167,,,0,3,,
PC18-052,2018,CMF,0.416438356,0.473972603,,,0.107638889,0.079861111,,,0.167,0.167,,,0,0,,
PC18-053,2018,CMF,0.416438356,0.473972603,,,0.085416667,0.097222222,,,0.167,0.167,,,0,2,,
PC18-054,2018,RMF,0.432876712,0.468493151,,,0.082638889,0.091666667,,,0.167,0.167,,,0,0,,
pc18-055,2018,CYF,0.416438356,0.473972603,,,0.123611111,0.132638889,,,0.167,0.167,,,0,0,,
PC18-056,2018,CYF,0.416438356,0.473972603,,,0.14375,0.151388889,,,0.167,0.167,,,0,5,,
PC18-057,2018,CYF,0.416438356,0.473972603,,,0.188194444,0.172916667,,,0.167,0.167,,,0,3,,
PC18-058,2018,CMF,0.416438356,0.473972603,,,0.16875,0.192361111,,,0.167,0.167,,,0,0,,
PC18-059,2018,CMF,0.416438356,0.473972603,,,0.201388889,0.184722222,,,0.167,0.167,,,0,1,,
PC18-060,2018,CMF,0.416438356,0.473972603,,,0.181944444,0.166666667,,,0.167,0.167,,,0,1,,
PC18-061,2018,CMF,0.416438356,0.473972603,,,0.1625,0.147916667,,,0.167,0.167,,,0,1,,
PC18-062,2018,CMF,0.416438356,0.473972603,,,0.141666667,0.131944444,,,0.167,0.167,,,0,0,,
PC18-063,2018,RMF,0.419178082,0.479452055,,,0.004861111,0.010416667,,,0.167,0.167,,,0,0,,
PC18-064,2018,RMF,0.419178082,0.479452055,,,0.028472222,0.030555556,,,0.167,0.167,,,0,1,,
PC18-065,2018,RMF,0.419178082,0.479452055,,,0.05,0.051388889,,,0.167,0.167,,,0,0,,
PC18-066,2018,WRI,0.419178082,0.479452055,,,0.003472222,0.009722222,,,0.167,0.167,,,0,3,,
PC18-067,2018,WRI,0.419178082,0.479452055,,,0.017361111,0.028472222,,,0.167,0.167,,,0,0,,
PC18-068,2018,DSH,0.430136986,0.476712329,,,0.136805556,0.0625,,,0.167,0.167,,,0,0,,
PC18-069,2018,CYF,0.419178082,0.479452055,,,0.044444444,0.047222222,,,0.167,0.167,,,0,3,,
PC18-070,2018,DSH,0.430136986,0.476712329,,,0.136805556,0.063194444,,,0.167,0.167,,,0,0,,
PC18-071,2018,CMF,0.419178082,0.479452055,,,0.068055556,0.071527778,,,0.167,0.167,,,0,3,,
PC18-072,2018,DYF,0.419178082,0.479452055,,,0.075694444,0.111111111,,,0.167,0.167,,,0,0,,
PC18-073,2018,DYF,0.419178082,0.476712329,,,0.103472222,0.085416667,,,0.167,0.167,,,0,0,,
PC18-074,2018,DYF,0.419178082,0.479452055,,,0.126388889,0.102777778,,,0.167,0.167,,,0,0,,
PC18-075,2018,DMF,0.419178082,0.479452055,,,0.095833333,0.075,,,0.167,0.167,,,0,0,,
PC18-076,2018,DYF,0.419178082,0.479452055,,,0.109027778,0.088888889,,,0.167,0.167,,,0,0,,
PC18-077,2018,DYF,0.419178082,0.479452055,,,0.145833333,0.11875,,,0.167,0.167,,,0,0,,
PC18-078,2018,DYF,0.419178082,0.479452055,,,0.159722222,0.13125,,,0.167,0.167,,,0,0,,
PC18-079,2018,WRI,0.421917808,0.479452055,,,-0.003472222,0.16875,,,0.167,0.167,,,0,0,,
PC18-080,2018,DMF,0.421917808,0.479452055,,,0.0125,0.188194444,,,0.167,0.167,,,0,0,,
PC18-081,2018,WRI,,0.479452055,,,,0.152083333,,,,0.167,,,,0,,
PC18-082,2018,RMF,0.421917808,0.479452055,,,0.002777778,0.171527778,,,0.167,0.167,,,0,0,,
PC18-083,2018,CYF,0.421917808,0.479452055,,,0.018055556,0.1875,,,0.167,0.167,,,0,0,,
PC18-084,2018,CYF,0.421917808,0.482191781,,,0.033333333,0.047222222,,,0.167,0.167,,,0,0,,
PC18-085,2018,WRI,0.421917808,0.482191781,,,0.051388889,0.031944444,,,0.167,0.167,,,0,0,,
PC18-086,2018,DYF,0.421917808,0.482191781,,,0.040277778,0.029166667,,,0.167,0.167,,,0,0,,
PC18-087,2018,RSH,0.421917808,0.487671233,,,0.056944444,0.220833333,,,0.167,0.167,,,0,0,,
PC18-088,2018,CMF,0.421917808,0.487671233,,,0.079166667,0.2125,,,0.167,0.167,,,0,0,,
PC18-089,2018,RMF,0.430136986,0.476712329,,,0.161805556,0.108333333,,,0.167,0.167,,,0,0,,
