coef,coef(bestmod),species
p(BHCNon-veg),-6.552777981706949,BEKI
p(xYear),-0.8589052472719916,BEKI
p(day),-12.109175504630747,BEKI
p(tssr),-1.8205585479309125,BEKI
coef,coef(bestmod),species
psi(Int),-3.149366638329317,EAKI
p(Int),-2.3086396063417896,EAKI
p(BHCDecid),2.393633428037603,EAKI
p(BHCRipforest),5.700762433111251,EAKI
p(BHCWetland),1.2860987650623632,EAKI
p(BHCDry slopes),-7.7253105664986235,EAKI
p(BHCCultiv),-7.415620636348704,EAKI
p(BHCNon-veg),-6.6794203996264265,EAKI
p(tssr),-34.50935298256833,EAKI
coef,coef(bestmod),species
psi(Int),-2.1271037892605804,MAWR
p(Int),-3.317655187189269,MAWR
p(BHCDecid),1.9465872430541966,MAWR
p(BHCRipforest),-20.922034360432587,MAWR
p(BHCWetland),7.855912907380934,MAWR
p(BHCDry slopes),-7.079853814079494,MAWR
p(BHCCultiv),-5.398432420497768,MAWR
p(BHCNon-veg),-4.451858138478434,MAWR
p(tssr),-32.9905378921376,MAWR
coef,coef(bestmod),species
psi(Int),-2.0296179881639955,VGSW
p(Int),-6.8336599414810655,VGSW
p(BHCDecid),0.8154871213119632,VGSW
p(BHCRipforest),-21.755874811992605,VGSW
p(BHCWetland),-8.323352445486067,VGSW
p(BHCDry slopes),2.3096055117817182,VGSW
p(BHCCultiv),-8.971977005654637,VGSW
p(BHCNon-veg),2.3605420563640878,VGSW
p(xYear),-1.4831420558381838,VGSW
p(day),3.7716002962604422,VGSW
p(tssr),25.336064772242903,VGSW
coef,coef(bestmod),species
psi(Int),5.557061360030345,RECR
p(Int),-4.392823531297198,RECR
p(BHCDecid),-0.3827568698596043,RECR
p(BHCRipforest),-0.5732547653127074,RECR
p(BHCWetland),-9.036008254805685,RECR
p(BHCDry slopes),-8.235560973987644,RECR
p(BHCCultiv),-7.2424927960912,RECR
p(BHCNon-veg),-6.321444324721855,RECR
p(tssr),-10.165591528148525,RECR
