FID,Shape *,OBJECTID_1,OBJECTID,OBJECTID_2,OBJECTID_3,FEATURE_ID,CEM_ECP,ECP_TAG,SOURCE,MAP_SRC,ECO_SEC,BECUNIT,SDEC_1,DEC1,SDEC_2,DEC2,SDEC_3,DEC3,BHC20_1,BHC20_2,BHC20_3,BHC33_1,BHC33_2,BHC33_3,SDEC1_AREA,SDEC2_AREA,SDEC3_AREA,Area_m
921,Polygon,20156,31561,5321,0,55981,31561, , ,VRI,PEL,BWBSmw1,10,SW:as3,0, ,0, ,DSH, , ,DSH-At, , ,161226.2487,0,0,159293.6605
922,Polygon,20163,31575,53488,0,5591,31575, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,82715.62483,0,0,82715.62168
923,Polygon,20173,31594,53211,0,5589976,31594, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,37189.99816,0,0,10853.09307
924,Polygon,20186,31619,53495,0,559239,31619, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,33913.99194,0,0,29512.88005
925,Polygon,20205,31877,53482,0,55915,31877, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,612241.5463,0,0,554774.5642
926,Polygon,20225,32529,5867,0,565212,32529, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,383.64396,0,0,350.961619
927,Polygon,20261,31666,53212,0,559673,31666, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,126637.9151,0,0,20183.02712
928,Polygon,20265,31680,23474,0,5589994,31680, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,37922.14244,0,0,304.666881
929,Polygon,20275,31695,53498,0,559866,31695, , ,VRI,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,9841.76214,0,0,42508.74146
930,Polygon,20303,31748,53484,0,559627,31748, , ,VRI,PEL,BWBSmw1,10,WS3,0, ,0, ,WSH, , ,WSH, , ,717456.2687,0,0,118293.8794
931,Polygon,20310,31759,53499,0,55928,31759, , ,VRI,PEL,BWBSmw1,10,SW:as3,0, ,0, ,DSH, , ,DSH-At, , ,66285.161,0,0,54599.5314
932,Polygon,20386,31904,53316,0,55927,31904, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,2964.84,0,0,10098.33939
933,Polygon,20462,32033,53497,0,559879,32033, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,33847.34,0,0,259221.3411
934,Polygon,20466,32044,53317,0,55959,32044, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,21589.91,0,0,92977.58942
935,Polygon,20471,32065,53312,0,559734,32065, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,58546.12773,0,0,18391.36464
936,Polygon,20569,32258,53319,0,55924,32258, , ,VRI,PEL,BWBSmw1,10,BL:al5,0, ,0, ,DYF, , ,DYF-At, , ,1152785.698,0,0,125334.7015
937,Polygon,20570,32260,53491,0,55917,32260, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,171441.2275,0,0,65620.08787
938,Polygon,20687,32453,535,0,5589987,32453, , ,VRI,PEL,BWBSmw1,10,WS3,0, ,0, ,WSH, , ,WSH, , ,159335.8246,0,0,53.898477
939,Polygon,20717,32502,5879,0,56551,32502, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,319.48493,0,0,289.732597
940,Polygon,20733,32554,5834,0,56524,32554, , ,VRI,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,175.16433,0,0,175.173321
941,Polygon,22385,35772,1137,0,56538,35772, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,11746.74664,0,0,435.637159
942,Polygon,21659,34418,5865,0,565283,34418, , ,VRI,PEL,BWBSmw1,10,AM7,0, ,0, ,CMF, , ,CMF-Sw, , ,5757.23862,0,0,3212.336059
943,Polygon,21700,34503,5567,0,565753,34503, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,66877.17659,0,0,26314.25427
944,Polygon,21725,34563,5866,0,565476,34563, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,53519.24789,0,0,38198.28041
945,Polygon,21744,34599,5873,0,565297,34599, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,341.25318,0,0,341.257932
946,Polygon,21762,34639,5865,0,565283,34639, , ,VRI,PEL,BWBSmw1,10,AM7,0, ,0, ,CMF, , ,CMF-Sw, , ,58262.75887,0,0,45737.65251
947,Polygon,21764,34642,5428,0,565596,34642, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,2522.73162,0,0,2522.647134
948,Polygon,21797,34709,543,0,565384,34709, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,4.48444,0,0,4.481027
949,Polygon,21920,34851,543,0,565384,34851, , ,VRI,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,739.76295,0,0,739.763018
950,Polygon,21941,34894,5427,0,565457,34894, , ,VRI,PEL,BWBSmw1,10,SC7,0, ,0, ,CMF, , ,CMF-Sw, , ,6178.98956,0,0,61709.04424
951,Polygon,21968,34964,5433,0,565125,34964, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,2.86857,0,0,2.86764
952,Polygon,21982,35003,5436,0,565645,35003, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,117.21589,0,0,44.876692
953,Polygon,22002,35049,5569,0,565522,35049, , ,VRI,PEL,BWBSmw1,10,AM7,0, ,0, ,CMF, , ,CMF-Sw, , ,73398.1424,0,0,135054.8414
954,Polygon,22012,35065,5436,0,565645,35065, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,121.44464,0,0,12100.51499
955,Polygon,22071,35179,5857,0,565777,35179, , ,VRI,PEL,BWBSmw1,10,RI,0, ,0, ,WAT, , ,WAT, , ,21325.39636,0,0,14943.61342
956,Polygon,22085,35205,5436,0,565645,35205, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,2667.74978,0,0,929.061357
957,Polygon,22106,35266,5436,0,565645,35266, , ,VRI,PEL,BWBSmw1,10,AM:ap3,0, ,0, ,DSH, , ,DSH-At, , ,94.11517,0,0,0.379388
958,Polygon,22120,35306,5441,0,565465,35306, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,42285.48482,0,0,40414.35839
959,Polygon,22143,35347,534,0,565131,35347, , ,VRI,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,24435.28895,0,0,375.079141
960,Polygon,22172,35400,5446,0,565743,35400, , ,VRI,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,113747.8338,0,0,103912.0754
961,Polygon,22205,35458,5451,0,565775,35458, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,162.29284,0,0,831.37238
962,Polygon,22233,35499,5433,0,565125,35499, , ,VRI,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,456877.6636,0,0,180916.345
963,Polygon,22308,35623,5453,0,565552,35623, , ,VRI,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,62317.46624,0,0,8383.127064
964,Polygon,22420,35830,1133,0,565291,35830, , ,VRI,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,83214.85944,0,0,59707.13247
965,Polygon,22550,36080,53769,0,5597949,36080, , ,VRI,PEL,BWBSmw1,10,RI,0, ,0, ,WAT, , ,WAT, , ,289736.3446,0,0,3640.220993
966,Polygon,24546,3196,0,0,0,83170,094A013_3001,V,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,13793.71462,0,0,13793.72853
967,Polygon,24547,3211,0,0,0,83185,094A013_2972,G,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,52465.10637,0,0,52465.10784
968,Polygon,24548,3212,0,0,0,83186,094A013_2940,P,TEM,PEL,BWBSmw1,8,SW:as4,2,CB1,0, ,DYF,NVE, ,DYF-At,NVE, ,13591.83334,3397.95833,0,16989.79053
969,Polygon,24549,3213,0,0,0,83187,094A013_2830,G,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,192882.0792,0,0,192882.0651
970,Polygon,24550,3214,0,0,0,83188,094A013_2942,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,25255.18327,0,0,25255.18712
971,Polygon,24551,3220,0,0,0,83194,094A013_2850,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,14203.42413,0,0,14203.41603
972,Polygon,24552,3221,0,0,0,83195,094A012_2853,V,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,13316.96694,0,0,10029.43558
973,Polygon,24553,3222,0,0,0,83196,094A013_2681,V,TEM,PEL,BWBSmw1,10,Fm026,0, ,0, ,RMF, , ,RMF-Ac, , ,359918.2122,0,0,359918.2783
974,Polygon,24554,3225,0,0,0,83199,094A013_2656,P,TEM,PEL,BWBSmw1,5,AM6,5,SO6,0, ,CMF,CMF, ,CMF-Sw,CMF-Sw, ,62557.81121,62557.81121,0,125115.6499
975,Polygon,24555,3228,0,0,0,83202,094A013_2741,G,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,29219.18167,0,0,29219.18512
976,Polygon,24556,3234,0,0,0,83208,094A013_2622,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,48155.64836,0,0,38725.60468
977,Polygon,24557,3239,0,0,0,83213,094A013_2949,P,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,42653.69475,0,0,42653.71702
978,Polygon,24558,3251,0,0,0,83225,094A013_2984,V,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,20989.06323,0,0,20989.06439
979,Polygon,24559,3254,0,0,0,83228,094A013_2968,V,TEM,PEL,BWBSmw1,8,RW,2,AM:5,0, ,ANT, , ,ANT, , ,28678.68448,7169.67112,0,35848.36032
980,Polygon,24560,3258,0,0,0,83232,094A013_2979,V,TEM,PEL,BWBSmw1,6,WW2,4,AS3,0, ,DSG,DSS, ,DSG,DSS, ,15547.90723,10365.27149,0,25913.20384
981,Polygon,24561,3263,0,0,0,83237,094A013_2611,V,TEM,PEL,BWBSmw1,5,WH2,3,RI,2,WH3,WRI,WAT,WRI,WRI,WAT,WRI,76434.44219,45860.66531,30573.77688,152868.9623
982,Polygon,24562,3295,0,0,0,83269,094A013_2970,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,27940.06425,0,0,27940.06946
983,Polygon,24563,3302,0,0,0,83276,094A013_2973,V,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,18388.96008,0,0,18388.9618
984,Polygon,24564,3322,0,0,0,83296,094A013_2974,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,4606.00371,0,0,4605.986725
985,Polygon,24565,3323,0,0,0,83297,094A013_2937,V,TEM,PEL,BWBSmw1,6,AM:ap4,2,SW:4,2,CF2,DYF, ,CUL,DYF-At, ,CUL,41835.87636,13945.29212,13945.29212,69726.46478
986,Polygon,24566,3325,0,0,0,83299,094A013_2965,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,6612.4906,0,0,6612.507445
987,Polygon,24567,3330,0,0,0,83304,094A013_2947,V,TEM,PEL,BWBSmw1,6,AS3,2,WW2b,2,CB1,DSS,DSG,NVE,DSS,DSG,NVE,30346.40418,10115.46806,10115.46806,50577.35249
988,Polygon,24568,3332,0,0,0,83306,094A013_2936,V,TEM,PEL,BWBSmw1,10,SH:ac5,0, ,0, ,DYF, , ,DYF-Ac, , ,19048.85161,0,0,19048.86431
989,Polygon,24569,3334,0,0,0,83308,094A013_2959,P,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,6212.95772,0,0,6212.944478
990,Polygon,24570,3338,0,0,0,83312,094A013_2873,V,TEM,PEL,BWBSmw1,10,SO4,0, ,0, ,CYF, , ,CYF-Sw, , ,231867.5674,0,0,231867.5867
991,Polygon,24571,3342,0,0,0,83316,094A013_2919,P,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,46778.93569,0,0,46778.92797
992,Polygon,24572,3343,0,0,0,83317,094A013_2918,G,TEM,PEL,BWBSmw1,10,SH:ac6,0, ,0, ,DMF, , ,DMF-Ac, , ,92009.8896,0,0,92009.91762
993,Polygon,39803,1070,0,0,0,81041,094A024_4475,P,TEM,PEL,BWBSmw1,10,SW:as4,0, ,0, ,DYF, , ,DYF-At, , ,86177.38147,0,0,86177.34541
994,Polygon,39805,1080,0,0,0,81051,094A024_4441,P,TEM,PEL,BWBSmw1,10,WW3a,0, ,0, ,DSS, , ,DSS, , ,6285.19242,0,0,6285.201994
995,Polygon,39806,1081,0,0,0,81052,094A023_15132,P,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,7735.24649,0,0,7735.243701
996,Polygon,39807,1083,0,0,0,81054,094A024_4358,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,145790.6727,0,0,145790.6827
997,Polygon,39808,1084,0,0,0,81055,094A023_15110,V,TEM,PEL,BWBSmw1,10,Fm023,0, ,0, ,RSH, , ,RSH-Ac, , ,13722.05613,0,0,13722.0472
998,Polygon,39809,1085,0,0,0,81056,094A023_15107,V,TEM,PEL,BWBSmw1,10,Fm025,0, ,0, ,RYF, , ,RYF-Ac, , ,35890.02928,0,0,35890.04994
999,Polygon,40153,2039,0,0,0,82013,094A023_3696,V,TEM,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,113362.0138,0,0,113362.0534
1000,Polygon,40154,2046,0,0,0,82020,094A024_3762,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,72070.1355,0,0,72070.1662
1001,Polygon,40155,2052,0,0,0,82026,094A023_3471,V,TEM,PEL,BWBSmw1,10,CB1,0, ,0, ,NVE, , ,NVE, , ,57937.35088,0,0,57937.30982
1002,Polygon,40156,2056,0,0,0,82030,094A023_3315,V,TEM,PEL,BWBSmw1,5,CF2,5,RZ,0, ,CUL,ANT, ,CUL,ANT, ,27853.33568,27853.33568,0,55706.68484
1003,Polygon,40157,2062,0,0,0,82036,094A023_3223,V,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,40777.47885,0,0,40777.48141
1004,Polygon,40158,2064,0,0,0,82038,094A023_3317,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,16044.38188,0,0,16044.39997
1005,Polygon,40159,2068,0,0,0,82042,094A013_3252,P,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,58220.13756,0,0,9964.402429
1006,Polygon,40489,3652,0,0,0,83614,094A013_2732,V,TEM,PEL,BWBSmw1,10,SH6,0, ,0, ,CMF, , ,CMF-Sw, , ,78934.85577,0,0,78934.87502
1007,Polygon,40490,3658,0,0,0,83620,094A013_2706,G,TEM,PEL,BWBSmw1,10,SC6,0, ,0, ,CMF, , ,CMF-Sw, , ,164817.2687,0,0,158480.6879
1008,Polygon,40491,3676,0,0,0,83635,094A013_2745,V,TEM,PEL,BWBSmw1,10,LL5,0, ,0, ,CYF, , ,CYF-Pl, , ,129423.9926,0,0,129424.0139
1009,Polygon,40492,3684,0,0,0,83643,094A013_2753,G,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,109633.3951,0,0,109633.3804
1010,Polygon,40493,3687,0,0,0,83646,094A013_2735,G,TEM,PEL,BWBSmw1,5,AM5,5,AM6,0, ,CYF,CMF, ,CYF-Sw,CMF-Sw, ,185154.0905,185154.0905,0,370308.1783
1011,Polygon,40494,3694,0,0,0,83653,094A013_2752,P,TEM,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,82068.6938,0,0,82068.66835
1012,Polygon,40495,3707,0,0,0,83666,094A013_2654,P,TEM,PEL,BWBSmw1,10,SW5,0, ,0, ,CYF, , ,CYF-Sw, , ,121439.6795,0,0,65202.17815
1013,Polygon,40643,4715,0,0,0,84685,094A012_2290,G,TEM,PEL,BWBSmw1,5,SH:ep5,5,Fm024,0, ,DYF,RYF, ,DYF-Ep,RYF-Ac, ,13748.01791,13748.01791,0,27496.03584
1014,Polygon,40644,4717,0,0,0,84687,094A012_2284,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,83479.70342,0,0,83479.74815
1015,Polygon,40645,4723,0,0,0,84693,094A012_2237,V,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,100512.6125,0,0,100512.6109
1016,Polygon,40646,4727,0,0,0,84697,094A012_2343,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,9725.76398,0,0,9725.770299
1017,Polygon,40647,4730,0,0,0,84700,094A012_9232,P,TEM,PEL,BWBSmw1,5,WW2,5,CB1,0, ,DSG,NVE, ,DSG,NVE, ,12959.87913,12959.87913,0,25919.75418
1018,Polygon,40648,4731,0,0,0,84701,094A012_2125,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,223433.5216,0,0,223433.5354
1019,Polygon,40649,4733,0,0,0,84703,094A012_2317,P,TEM,PEL,BWBSmw1,8,SW:as5,2,WW2b,0, ,DYF,DSG, ,DYF-At,DSG, ,50737.62041,12684.4051,0,49599.94139
1020,Polygon,40797,5272,0,0,0,85237,094A012_1604,G,TEM,PEL,BWBSmw1,10,SO6,0, ,0, ,CMF, , ,CMF-Sw, , ,103747.4744,0,0,103747.4869
1021,Polygon,40798,5275,0,0,0,85240,094A012_1848,V,TEM,PEL,BWBSmw1,10,Fm026,0, ,0, ,RMF, , ,RMF-Ac, , ,22778.29939,0,0,22778.3271
1022,Polygon,40799,5277,0,0,0,85242,094A012_1946,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,17434.92227,0,0,17434.90663
1023,Polygon,40800,5280,0,0,0,85245,094A012_1750,V,TEM,PEL,BWBSmw1,5,WH3a,5,Fm023,0, ,WRI,RSH, ,WRI,RSH-Ac, ,26907.88092,26907.88092,0,53815.76077
1024,Polygon,40801,5284,0,0,0,85249,094A012_1707,P,TEM,PEL,BWBSmw1,10,RI,0, ,0, ,WAT, , ,WAT, , ,101688.811,0,0,101688.7989
1025,Polygon,40802,5285,0,0,0,85250,094A012_1464,E,TEM,PEL,BWBSmw1,6,SC:ep6,4,AM:5,0, ,DMF, , ,DMF-Ep, , ,192930.1786,128620.1191,0,321550.3107
1026,Polygon,40803,5287,0,0,0,85252,094A012_1656,E,TEM,PEL,BWBSmw1,6,Fm023a,4,Fm023,0, ,RSH,RSH, ,RSH-Ac,RSH-Ac, ,45090.78392,30060.52261,0,75151.32725
1027,Polygon,39655,49,0,0,0,80146,094A023_30632,P,TEM,PEL,BWBSmw1,8,WW2b,2,WW3a,0, ,DSG,DSS, ,DSG,DSS, ,4102.31878,1025.5797,0,5127.893664
1028,Polygon,39656,167,0,0,0,80171,094A023_30159,P,TEM,PEL,BWBSmw1,8,WW2b,2,WW3a,0, ,DSG,DSS, ,DSG,DSS, ,34558.20782,8639.55196,0,101080.4514
1029,Polygon,39657,247,0,0,0,80236,094A023_30246,P,TEM,PEL,BWBSmw1,8,CB1,2,WW2b,0, ,NVE,DSG, ,NVE,DSG, ,23057.91549,5764.47887,0,27636.96415
1030,Polygon,39658,248,0,0,0,80237,094A023_30248,P,TEM,PEL,BWBSmw1,6,SW:as4,2,WW3a,2,AS3b,DYF,DSS,DSS,DYF-At,DSS,DSS,13658.14252,4552.71417,0,19076.06784
1031,Polygon,39659,249,0,0,0,80238,094A023_37495,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,66436.1251,0,0,66436.1254
1032,Polygon,39660,251,0,0,0,80240,094A023_30252,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,33571.71865,0,0,33571.73659
1033,Polygon,39661,256,0,0,0,80245,094A023_15099,P,TEM,PEL,BWBSmw1,10,WW2,0, ,0, ,DSG, , ,DSG, , ,55888.74451,0,0,55888.75825
1034,Polygon,39662,306,0,0,0,80292,094A023_30323,P,TEM,PEL,BWBSmw1,10,AM:ap4,0, ,0, ,DYF, , ,DYF-At, , ,27393.95509,0,0,24091.17455
1035,Polygon,39663,307,0,0,0,80293,094A012_1781,V,TEM,PEL,BWBSmw1,7,AM:ap5,3,AM:4,0, ,DYF, , ,DYF-At, , ,6998.68882,2999.43806,0,9998.139636
1036,Polygon,39664,309,0,0,0,80295,094A023_30327,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,61695.6118,0,0,61695.61116
1037,Polygon,39665,310,0,0,0,80296,094A023_30328,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,22777.44002,0,0,22777.42394
1038,Polygon,39666,311,0,0,0,80297,094A023_30329,P,TEM,PEL,BWBSmw1,10,AM:ap6,0, ,0, ,DMF, , ,DMF-At, , ,68786.6884,0,0,96081.66103
1039,Polygon,39667,312,0,0,0,80298,094A012_37647,V,TEM,PEL,BWBSmw1,7,AM:ap5,3,AM:4,0, ,DYF, , ,DYF-At, , ,6560.3479,2811.57767,0,9371.915767
1040,Polygon,39668,321,0,0,0,80307,094A023_15073,P,TEM,PEL,BWBSmw1,5,SW:as5,5,AM:5,0, ,DYF, , ,DYF-At, , ,9045.8293,9045.8293,0,21085.71047
1041,Polygon,39669,324,0,0,0,80310,094A023_37497,P,TEM,PEL,BWBSmw1,6,WW3a,2,WW2b,2,SW5,DSS,DSG,CYF,DSS,DSG,CYF-Sw,30147.32317,10049.10772,10049.10772,50245.55779
1042,Polygon,39670,353,0,0,0,80336,094A023_30406,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,15556.45636,0,0,15556.45132
1043,Polygon,39671,354,0,0,0,80337,094A023_3827,P,TEM,PEL,BWBSmw1,10,SO5,0, ,0, ,CYF, , ,CYF-Sw, , ,3703.55202,0,0,3703.529878
1044,Polygon,39672,355,0,0,0,80338,094A023_30408,P,TEM,PEL,BWBSmw1,7,WW2b,3,AS3,0, ,DSG,DSS, ,DSG,DSS, ,7165.5041,3070.93033,0,10236.41662
1045,Polygon,39673,356,0,0,0,80339,094A023_30409,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,30182.16205,0,0,35652.95349
1046,Polygon,39674,357,0,0,0,80340,094A023_30413,P,TEM,PEL,BWBSmw1,6,WW3a,4,WW2b,0, ,DSS,DSG, ,DSS,DSG, ,34372.42698,22914.95132,0,68550.93129
1047,Polygon,39675,358,0,0,0,80341,094A023_30414,P,TEM,PEL,BWBSmw1,8,WW3a,2,AM:4,0, ,DSS, , ,DSS, , ,27152.77854,6788.19463,0,43461.68577
1048,Polygon,39676,359,0,0,0,80342,094A023_30416,P,TEM,PEL,BWBSmw1,8,SW5,2,WW2b,0, ,CYF,DSG, ,CYF-Sw,DSG, ,18320.1323,4580.03308,0,22900.16945
1049,Polygon,39677,360,0,0,0,80343,094A023_37503,P,TEM,PEL,BWBSmw1,10,AM:ap5,0, ,0, ,DYF, , ,DYF-At, , ,21752.18524,0,0,34651.84493
1050,Polygon,39678,374,0,0,0,80357,094A024_4573,V,TEM,PEL,BWBSmw1,8,CB1,2,AS3,0, ,NVE,DSS, ,NVE,DSS, ,14799.20779,3699.80195,0,18499.00946
1051,Polygon,39679,518,0,0,0,80361,094A024_4483,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,508012.9667,0,0,8352.641625
1052,Polygon,39680,519,0,0,0,80362,094A024_4608,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,33237.43302,0,0,33237.44159
1053,Polygon,39681,556,0,0,0,80364,094A024_15228,P,TEM,PEL,BWBSmw1,10,AS3,0, ,0, ,DSS, , ,DSS, , ,1045.92595,0,0,1045.923446
1054,Polygon,39682,886,0,0,0,80376,094A024_4544,P,TEM,PEL,BWBSmw1,6,CB1,3,CB1,1,WW2b,NVE,NVE,DSG,NVE,NVE,DSG,69977.41908,34988.70954,11662.90318,38596.77571
1055,Polygon,39683,927,0,0,0,80379,094A023_15129,P,TEM,PEL,BWBSmw1,10,GB1,0, ,0, ,NVE, , ,NVE, , ,2220.26621,0,0,2220.268737
1056,Polygon,39684,928,0,0,0,80380,094A024_3916,V,TEM,PEL,BWBSmw1,10,AM5,0, ,0, ,CYF, , ,CYF-Sw, , ,71213.60849,0,0,64251.48082
1057,Polygon,39685,378,0,0,0,80383,094A024_4545,V,TEM,PEL,BWBSmw1,5,CB1,5,WW2b,0, ,NVE,DSG, ,NVE,DSG, ,13883.62658,13883.62658,0,27767.26982
1058,Polygon,39686,381,0,0,0,80386,094A024_4485,V,TEM,PEL,BWBSmw1,10,CF2,0, ,0, ,CUL, , ,CUL, , ,241853.2231,0,0,49929.47746
1059,Polygon,39687,387,0,0,0,80392,094A024_4458,V,TEM,PEL,BWBSmw1,8,WW3a,2,CB1,0, ,DSS,NVE, ,DSS,NVE, ,180765.0572,45191.26429,0,225956.3641
1060,Polygon,39688,392,0,0,0,80397,094A023_30448,P,TEM,PEL,BWBSmw1,10,SW:as5,0, ,0, ,DYF, , ,DYF-At, , ,10721.79415,0,0,10721.7952
1061,Polygon,39689,393,0,0,0,80398,094A023_30449,P,TEM,PEL,BWBSmw1,5,WW3a,3,WW2b,2,CB1,DSS,DSG,NVE,DSS,DSG,NVE,18380.91856,11028.55113,7352.36742,58112.90272
1062,Polygon,39690,394,0,0,0,80399,094A023_30450,P,TEM,PEL,BWBSmw1,5,AM:ap6,5,AM:3,0, ,DMF, , ,DMF-At, , ,21060.71967,21060.71967,0,42121.43179
1063,Polygon,39691,395,0,0,0,80400,094A023_30451,P,TEM,PEL,BWBSmw1,10,AM6,0, ,0, ,CMF, , ,CMF-Sw, , ,70993.31081,0,0,70993.27214
