ID,Scientific Name,Scientific Name Synonyms,English Name,English Name Synonyms,Species Code,Element Code,Global Status,Global Status Review Date,Prov Status,Prov Status Review Date,Prov Status Change Date,COSEWIC,COSEWIC Comments,BC List,Provincial FRPA,Land Use Objectives,Ecosection,Prov Wildlife Act,GOERT,MBCA,SARA,SARA Comments,General Status Canada,CITES,Name Category,Class (English),Species Level,Kingdom,Phylum,Class,Order,Family,Forest Dist,MOE Region,Regional Dist,Municipality,BGC,Habitat Subtype,Origin,Presence,Breeding Bird,Ecosystem Group,Endemic,CDC Maps,Mapping Status
191,Pagophila eburnea,,Ivory Gull,,B-IVGU,ABNNM07010,G4,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,E (Apr 2006),,Accidental,,,,,,Y,1-E,Accidental in BC.,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
192,Rhodostethia rosea,,Ross's Gull,,B-ROGU,ABNNM05010,G4,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,,T (Nov 2001),,Accidental,,,,,,Y,1-T,Accidental in BC,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
193,Rissa brevirostris,,Red-legged Kittiwake,,B-RLKI,ABNNM04020,G3,2008-11-3 0:00:00,SNA,2010-12-15 0:00:00,2005-6-6 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
194,Rissa tridactyla,,Black-legged Kittiwake,,B-BLKI,ABNNM04010,G5,2016-4-9 0:00:00,S1,2015-7-13 0:00:00,2015-7-13 0:00:00,,,Red,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,,Native,Regularly occurring,Y,,N,N,
195,Sterna forsteri,,Forster's Tern,,B-FOTE,ABNNM08090,G5,2016-4-10 0:00:00,S1B,2015-3-5 0:00:00,1998-6-30 0:00:00,DD (May 1996),,Red,,,,,,Y,,,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,DKL,4,CKRD,,BG;BWBS;CDF;CWH;ICH;IDF;PP,Estuary;Marsh;Stream/River;Lake;Intertidal Marine;Beach;Pond/Open Water,Native,Regularly occurring,Y,,N,Y,
196,Sterna hirundo,,Common Tern,,B-COTE,ABNNM08070,G5,2016-4-10 0:00:00,SUM,2015-3-5 0:00:00,2015-4-24 0:00:00,NAR (May 1998),,Unknown,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,Kelp Bed;Bog;Fen;Swamp;Marsh;Lake;Rock/Sparsely Vegetated Rock;Intertidal Marine;Subtidal Marine;Marine Island;Pond/Open Water;Reefs;Eelgrass Beds;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,N,,N,N,
197,Sterna paradisaea,,Arctic Tern,,B-ARTE,ABNNM08080,G5,2016-4-10 0:00:00,S4B,2015-3-5 0:00:00,2012-1-2 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,Stream/River;Lake;Meadow;Subtidal Marine;Marine Island;Gravel Bar;Pelagic,Native,Regularly occurring,Y,,N,N,
198,Sternula antillarum,Sterna antillarum,Least Tern,,B-LETE,ABNNM08100,G4,2016-4-10 0:00:00,SNA,2015-3-5 0:00:00,2002-1-10 0:00:00,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
199,Thalasseus elegans,Sterna elegans,Elegant Tern,,B-ELTE,ABNNM08040,G2,2009-2-3 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
200,Xema sabini,,Sabine's Gull,,B-SAGU,ABNNM06010,G5,2016-4-10 0:00:00,S4M,2019-4-9 0:00:00,2019-4-9 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Laridae,,,,,,,Native,Regularly occurring,N,,N,N,
201,Aethia cristatella,,Crested Auklet,,B-CRAU,ABNNN10030,G5,1996-11-27 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
202,Aethia psittacula,,Parakeet Auklet,,B-PAAU,ABNNN09010,G5,1997-9-2 0:00:00,SU,2015-3-5 0:00:00,2015-4-20 0:00:00,,,Unknown,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,,,,,,,Native,Regularly occurring,Y,,N,N,
203,Alle alle,,Dovekie,,B-DOVK,ABNNN01010,G5,2016-4-6 0:00:00,SNA,2013-10-22 0:00:00,2013-10-22 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,,,,,,,Native,Accidental/Nonregular,N,,,N,
204,Brachyramphus brevirostris,,Kittlitz's Murrelet,,B-KIMU,ABNNN06020,G2,2016-4-6 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
205,Brachyramphus marmoratus,,Marbled Murrelet,,B-MAMU,ABNNN06010,G3,2016-4-6 0:00:00,S3B,S3N,2015-3-5 0:00:00,2010-5-18 0:00:00,T (May 2012),,Blue,Y (May 2004),,,,,Y,1-T (Jun 2003),,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DCK;DCR;DKM;DNC;DNI;DQC;DSC;DSI;DSQ;DSS_B,1;2;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD;FVRD,,CDF;CWH;MH,Kelp Bed;Riparian Forest;Stream/River;Lake;Rock/Sparsely Vegetated Rock;Conifer Forest - Mesic (average);Conifer Forest - Moist/wet;Subtidal Marine;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
206,Cepphus columba,,Pigeon Guillemot,,B-PIGU,ABNNN05020,G5,2016-4-7 0:00:00,S4,2015-3-5 0:00:00,2005-11-29 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DCK;DCR;DNC;DNI;DQC;DSC;DSI;DSQ,1;2;5;6,MVRD;CRD;CVRD;RDN;ACRD;CXRD;STRD;PWRD;SCRD;SLRD;MWRD;CCRD;SQCRD;KSRD,,CDF;CWH,Estuary;Kelp Bed;Cliff;Rock/Sparsely Vegetated Rock;Subtidal Marine;Marine Island,Native,Regularly occurring,Y,,N,N,
207,Cerorhinca monocerata,,Rhinoceros Auklet,,B-RHAU,ABNNN11010,G5,2016-4-7 0:00:00,S4,2016-3-7 0:00:00,1996-6-1 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,,1;6,,,CWH,Meadow;Shrub - Natural;Marine Island;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,N,This species is a colonial nester and the large colonies are of significance for the species and have been mapped and tracked in the past. At present they are not being tracked due to resources.
208,Fratercula cirrhata,,Tufted Puffin,,B-TUPU,ABNNN12010,G5,2016-4-7 0:00:00,S2S3B,S4N,2015-3-5 0:00:00,2015-4-22 0:00:00,,,Blue,,,,,,Y,,,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DCR;DNC;DNI;DQC;DSI,1;6,CRD;CVRD;ACRD;STRD;MWRD;CCRD;SQCRD;KSRD,,CDF;CWH,Sub-soil;Cliff;Rock/Sparsely Vegetated Rock;Meadow;Shrub - Natural;Subtidal Marine;Marine Island;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,Y,
209,Fratercula corniculata,,Horned Puffin,,B-HOPU,ABNNN12030,G5,2016-4-7 0:00:00,S2B,2015-3-5 0:00:00,1996-6-1 0:00:00,,,Red,,,,,,Y,,,2 - May be at risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DNI;DQC,1;6,MWRD;SQCRD,,CDF;CWH,Sub-soil;Cliff;Rock/Sparsely Vegetated Rock;Meadow;Shrub - Natural;Subtidal Marine;Marine Island;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,Y,
210,Ptychoramphus aleuticus,,Cassin's Auklet,,B-CAAU,ABNNN08010,G4,2016-4-9 0:00:00,S2B,S3N,2018-4-28 0:00:00,2018-4-28 0:00:00,SC (Nov 2014),,Red,Y (Jun 2006),,,,,Y,1-SC (May 2019),,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DCR;DNC;DNI;DQC;DSI,1;5;6,CVRD;ACRD;STRD;MWRD;CCRD;SQCRD;KSRD,,CDF;CWH,Sub-soil;Cliff;Rock/Sparsely Vegetated Rock;Shrub - Natural;Subtidal Marine;Marine Island;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,Y,
211,Synthliboramphus antiquus,,Ancient Murrelet,,B-ANMU,ABNNN07030,G4,2016-4-10 0:00:00,S2S3B,S4N,2015-3-5 0:00:00,2000-10-6 0:00:00,SC (Nov 2014),,Blue,Y (May 2004),,,,,Y,1-SC (Aug 2006),,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DNC;DNI;DQC,5;6,CCRD;SQCRD;KSRD,,CDF;CWH,Kelp Bed;Sub-soil;Rock/Sparsely Vegetated Rock;Shrub - Natural;Conifer Forest - Moist/wet;Subtidal Marine;Marine Island;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,Y,
212,Synthliboramphus hypoleucus,,Guadalupe Murrelet,,B-GUMU,ABNNN07011,G2,2007-7-20 0:00:00,SNA,2018-7-12 0:00:00,2018-7-12 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
213,Synthliboramphus scrippsi,,Scripps's Murrelet,Xantus's Murrelet,B-SCMU,ABNNN07012,G3,2005-10-7 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,5 - Undetermined (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
214,Uria aalge,,Common Murre,,B-COMU,ABNNN02010,G5,2016-4-10 0:00:00,S2B,S3S4N,2015-3-5 0:00:00,2015-4-24 0:00:00,,,Red,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DCR;DNC;DNI;DQC;DSI,1;5;6,CRD;RDN;ACRD;MWRD;CCRD;SQCRD,,CDF;CWH,Kelp Bed;Cliff;Rock/Sparsely Vegetated Rock;Subtidal Marine;Marine Island;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,Y,
215,Uria lomvia,,Thick-billed Murre,,B-TBMU,ABNNN02020,G5,2016-4-10 0:00:00,S1B, SUN,2015-3-5 0:00:00,1996-6-1 0:00:00,,,Red,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Charadriiformes,Alcidae,DNI,1,MWRD,,CWH,Cliff;Subtidal Marine;Marine Island;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
216,Phaethon rubricauda,,Red-tailed Tropicbird,,B-RTTR,ABNFA01030,G4G5,2004-4-30 0:00:00,SNA,2015-3-5 0:00:00,2000-12-5 0:00:00,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Phaethontiformes,Phaethontidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
217,Gavia adamsii,,Yellow-billed Loon,,B-YBLO,ABNBA01040,G4,2016-4-7 0:00:00,S2S3N,2015-3-5 0:00:00,2009-1-26 0:00:00,NAR (May 1997),,Blue,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Gaviiformes,Gaviidae,,,,,,Estuary;Kelp Bed;Lake;Intertidal Marine;Subtidal Marine;Pond/Open Water;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,N,,N,N,Not a breeder, and found disparately along the coast, therefore not mapped.
218,Gavia immer,,Common Loon,,B-COLO,ABNBA01030,G5,2016-4-7 0:00:00,S5,2015-3-5 0:00:00,2005-11-29 0:00:00,NAR (May 1997),,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Gaviiformes,Gaviidae,,,,,,,Native,Regularly occurring,Y,,N,N,
219,Gavia pacifica,,Pacific Loon,,B-PALO,ABNBA01050,G5,2016-4-7 0:00:00,S4B, S3S4N,2015-3-5 0:00:00,2015-4-22 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Gaviiformes,Gaviidae,,,,,,Estuary;Stream/River;Lake;Subtidal Marine;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,N,
220,Gavia stellata,,Red-throated Loon,,B-RTLO,ABNBA01010,G5,2016-4-7 0:00:00,S4,2015-3-5 0:00:00,2012-1-2 0:00:00,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Gaviiformes,Gaviidae,,,,,,,Native,Regularly occurring,Y,,N,N,
221,Phoebastria albatrus,,Short-tailed Albatross,,B-STAL,ABNDA01020,G1,2016-4-9 0:00:00,S1N,2015-3-5 0:00:00,2009-1-26 0:00:00,T (Nov 2013),,Red,,,,,,Y,1-T (Jul 2005),,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Diomedeidae,,,,,,Pelagic,Native,Regularly occurring,N,,N,N,There are only scarce sightings of this species off the coast without distinct occurrences and so cannot be mapped.
222,Phoebastria immutabilis,,Laysan Albatross,,B-LAAL,ABNDA01040,G3G4,2016-4-9 0:00:00,S3N,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Blue,,,,,,Y,,,5 - Undetermined (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Diomedeidae,,,,,,Pelagic,Native,Regularly occurring,N,,N,N,There are only scarce sightings of this species off the coast without distinct occurrences and so cannot be mapped.
223,Phoebastria nigripes,,Black-footed Albatross,,B-BFAL,ABNDA01030,G3G4,2016-4-9 0:00:00,S3S4N,2015-3-5 0:00:00,2015-4-23 0:00:00,SC (Apr 2007),,Blue,,,,,,Y,1-SC (Mar 2009),,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Diomedeidae,,,,,,Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,N,,N,N,The relatively regular sightings of this species off the coast are without distinct occurrences and so cannot be mapped.
224,Ardenna bulleri,Puffinus bulleri,Buller's Shearwater,,B-BLSH,ABNDB07050,G3,2016-4-9 0:00:00,S3?N,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Blue,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,N,,N,N,There are only infrequent sightings of this species off the coast without distinct occurrences and so cannot be mapped
225,Ardenna carneipes,Puffinus carneipes,Flesh-footed Shearwater,,B-FFSH,ABNDB07020,G4,2016-4-9 0:00:00,S3N,2015-3-5 0:00:00,2009-12-18 0:00:00,,,Blue,,,,,,Y,,,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,Pelagic,Native,Regularly occurring,N,,N,N,Not a breeder, and found disparately along the coast, therefore not mapped.
226,Ardenna creatopus,Puffinus creatopus,Pink-footed Shearwater,,B-PFSH,ABNDB07010,G3,2016-4-9 0:00:00,S3N,2015-3-5 0:00:00,2009-12-18 0:00:00,E (Nov 2016),,Blue,,,,,,Y,1-T (Jul 2005),,1 - At Risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,N,,N,N,Not a breeder and found disparately along the coast, therefore not mapped.
227,Ardenna gravis,Puffinus gravis,Great Shearwater,,B-GRSH,ABNDB07030,G5,2016-4-9 0:00:00,SNA,2013-9-11 0:00:00,2013-9-11 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Accidental/Nonregular,N,,,N,
228,Ardenna grisea,Puffinus griseus,Sooty Shearwater,,B-SOSH,ABNDB07060,G5,2016-4-9 0:00:00,SNRM,2015-3-5 0:00:00,2009-12-18 0:00:00,,,No Status,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Regularly occurring,N,,N,N,
229,Ardenna tenuirostris,Puffinus tenuirostris,Short-tailed Shearwater,,B-STSH,ABNDB07070,G5,2016-4-9 0:00:00,SUM,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Unknown,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Regularly occurring,N,,N,N,
230,Fulmarus glacialis,,Northern Fulmar,,B-NOFU,ABNDB01010,G5,2016-4-7 0:00:00,S1B, S4N,2015-3-5 0:00:00,2015-4-22 0:00:00,,,Red,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,DNI,1,MWRD,,CDF;CWH,Kelp Bed;Cliff;Intertidal Marine;Subtidal Marine;Marine Island;Reefs;Eelgrass Beds;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,Y,
231,Pterodroma cookii,,Cook's Petrel,,B-COPE,ABNDB03090,G2G3,1996-11-20 0:00:00,SNA,2010-12-15 0:00:00,2010-12-15 0:00:00,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
232,Pterodroma inexpectata,,Mottled Petrel,,B-MOPE,ABNDB03050,G3G4,2009-5-5 0:00:00,SUN,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Unknown,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Regularly occurring,N,,N,N,
233,Pterodroma sandwichensis,,Hawaiian Petrel,,B-HAPE,ABNDB03160,G2,2007-6-18 0:00:00,SNA,2014-2-4 0:00:00,2014-2-4 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
234,Pterodroma ultima,,Murphy's Petrel,,B-MUPE,ABNDB03060,G2G3,1996-11-20 0:00:00,SUN,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Unknown,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Regularly occurring,N,,N,N,
235,Puffinus opisthomelas,,Black-vented Shearwater,,B-BVSH,ABNDB07100,G2,2002-4-25 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
236,Puffinus puffinus,,Manx Shearwater,,B-MASH,ABNDB07090,G5,2016-4-9 0:00:00,SNA,2015-3-5 0:00:00,2002-1-10 0:00:00,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Procellariidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
237,Hydrobates furcatus,,Fork-tailed Storm-petrel,,B-FTSP,ABNDC04010,G5,2016-4-9 0:00:00,S4B,2015-3-5 0:00:00,,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Hydrobatidae,,,,,,Subtidal Marine;Marine Island;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,N,
238,Hydrobates homochroa,,Ashy Storm-petrel,,B-ASPE,ABNDC04030,G2,2015-6-15 0:00:00,SNA,2008-10-7 0:00:00,,,,Accidental,,,,,,Y,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Hydrobatidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
239,Hydrobates leucorhous,,Leach's Storm-petrel,,B-LSPE,ABNDC04130,G5,2016-4-9 0:00:00,S4B,2015-3-5 0:00:00,,,,Yellow,,,,,,Y,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Procellariiformes,Hydrobatidae,,,,,,Marine Island;Sheltered Waters - Marine;Pelagic,Native,Regularly occurring,Y,,N,N,
240,Mycteria americana,,Wood Stork,,B-WOST,ABNGF02010,G4,1996-11-20 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Ciconiiformes,Ciconiidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
241,Fregata magnificens,,Magnificent Frigatebird,,B-MAFR,ABNFF01010,G5,1996-11-20 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,Y,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Fregatidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
242,Sula leucogaster,,Brown Booby,,B-BRBO,ABNFB01030,G5,2014-2-17 0:00:00,SNA,2013-9-11 0:00:00,2013-9-11 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Sulidae,,,,,,,Native,Accidental/Nonregular,N,,,N,
243,Sula nebouxii,,Blue-footed Booby,,B-BLBO,ABNFB01020,G4G5,1996-11-20 0:00:00,SNA,2013-10-25 0:00:00,2013-10-25 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Sulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
244,Sula sula,,Red-footed Booby,,B-RFBO,ABNFB01040,G5,2004-5-3 0:00:00,SNA,2019-11-18 0:00:00,2019-11-18 0:00:00,,,Accidental,,,,,,,,,,,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Sulidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
245,Phalacrocorax auritus,,Double-crested Cormorant,,B-DCCO,ABNFD01020,G5,2016-4-9 0:00:00,S3S4,2015-3-5 0:00:00,2013-1-11 0:00:00,NAR (May 1978),,Blue,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Phalacrocoracidae,DCH;DCK;DCR;DKL;DSC;DSI,1;2;4;5,MVRD;CRD;CVRD;RDN;CXRD;STRD;SCRD;CKRD;CBRD,,BWBS;CDF;CWH;ICH;IDF;PP;SBPS;SBS,Estuary;Stream/River;Lake;Cliff;Rock/Sparsely Vegetated Rock;Intertidal Marine;Conifer Forest - Mesic (average);Subtidal Marine;Marine Island;Urban/Suburban;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
246,Phalacrocorax pelagicus,,Pelagic Cormorant,,B-PECO,ABNFD01050,G5,2016-4-9 0:00:00,S4,2015-3-5 0:00:00,1996-6-1 0:00:00,,,Yellow,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Phalacrocoracidae,DNC;DNI;DQC,5;6,MWRD;CCRD;SQCRD;KSRD,,CDF;CWH,,Native,Regularly occurring,Y,,N,N,
247,Phalacrocorax penicillatus,,Brandt's Cormorant,,B-BRCO,ABNFD01040,G5,2016-4-9 0:00:00,S1B,S4N,2015-3-5 0:00:00,2015-4-23 0:00:00,,,Red,,,,,,,,,2 - May be at risk (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Phalacrocoracidae,DSI,1,CRD;CVRD;ACRD,,CDF;CMA;CWH;MH,Rock/Sparsely Vegetated Rock;Subtidal Marine;Marine Island;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
248,Phalacrocorax urile,,Red-faced Cormorant,,B-RFCO,ABNFD01060,G5,2006-2-22 0:00:00,SNA,2015-3-5 0:00:00,,,,Accidental,,,,,,,,,8 - Accidental (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Suliformes,Phalacrocoracidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
249,Pelecanus erythrorhynchos,,American White Pelican,,B-AWPE,ABNFC01010,G4,2016-4-9 0:00:00,S1B,2015-3-5 0:00:00,1996-6-1 0:00:00,NAR (May 1987),,Red,Y (Jun 2006),,,Endangered,,,,,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Pelecaniformes,Pelecanidae,DCC;DCH;DJA;DPG;DQU;DVA,5;7,CBRD;BNRD,,BG;BWBS;CDF;CWH;ICH;IDF;MS;PP;SBPS;SBS,Marsh;Stream/River;Lake;Intertidal Marine;Subtidal Marine;Beach;Pond/Open Water;Sheltered Waters - Marine,Native,Regularly occurring,Y,,N,Y,
250,Pelecanus occidentalis,,Brown Pelican,,B-BRPE,ABNFC01020,G4,2016-4-9 0:00:00,SNRM,2015-3-5 0:00:00,2009-12-18 0:00:00,,,No Status,,,,,,,,,4 - Secure (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Pelecaniformes,Pelecanidae,,,,,,,Native,Regularly occurring,N,,N,N,
251,Ardea alba,,Great Egret,,B-GREG,ABNGA04040,G5,2016-4-6 0:00:00,SNA,2015-3-5 0:00:00,1996-5-6 0:00:00,,,Accidental,,,,,,Y,,,3 - Sensitive (2005),,Vertebrate Animal,birds,Species,Animalia,Craniata,Aves,Pelecaniformes,Ardeidae,,,,,,,Native,Accidental/Nonregular,N,,N,N,
