Survey Name,Footprint,Valley,Mitigation Property,ValleyUpstPine,ValleyUpstDam,Location Reference,Station,Sample Station Label,BBFM_ID,UTM Zone Sample Station,Easting Sample Station,Northing Sample Station,Longitude,Latitude,Sample Station Photos,Sample Station Comments
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-2,BBFM0243,10,562998,6211369,-121.9887429,56.04338145,,
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-3,BBFM0248,10,562931,6211563,-121.9897727,56.04513305,,
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-4,BBFM0249,10,563134,6211579,-121.9865107,56.04525007,,
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-5,BBFM0255,10,563243,6211750,-121.9847209,56.04677186,,
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-6,BBFM0261,10,563356,6211916,-121.9828679,56.04824818,,
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-7,BBFM0268,10,563476,6212080,-121.9809029,56.04970557,,
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-8,BBFM0275,10,563598,6212239,-121.9789069,56.05111775,,
Point Counts 2012,No,No,Marl Fen,-,No,,,PC12-CR-E-9,BBFM0279,10,563647,6212436,-121.9780735,56.05288098,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DR-C-1,BBFM0160,10,597066,6209093,-121.4428871,56.01724753,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-10,BBFM0116,10,596454,6207992,-121.4530959,56.00748225,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-11,BBFM0119,10,596647,6208056,-121.4499789,56.00801822,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-12,BBFM0113,10,596769,6207890,-121.4480828,56.00650267,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-13,BBFM0111,10,596882,6207726,-121.4463305,56.00500687,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-14,BBFM0112,10,596683,6207752,-121.4495111,56.00528054,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-15,BBFM0110,10,596587,6207577,-121.4511129,56.0037281,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DR-C-2,BBFM0153,10,596925,6208949,-121.4452,56.0159827,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DR-C-3,BBFM0144,10,596778,6208811,-121.4476068,56.01477293,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DR-C-4,BBFM0135,10,596631,6208676,-121.4500124,56.01359006,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-5,BBFM0131,10,596497,6208528,-121.4522141,56.01228776,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-6,BBFM0125,10,596337,6208406,-121.4548231,56.01122417,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-7,BBFM0121,10,596239,6208223,-121.4564599,56.0096002,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-8,BBFM0120,10,596084,6208080,-121.458996,56.0083469,,
Point Counts 2012,No,No,No,-,No,,,PC12-DR-C-9,BBFM0117,10,596252,6207996,-121.4563328,56.00755875,,
Point Counts 2012,No,No,No,-,No,,,PC12-DS-C-1,BBFM0840,10,632970,6226157,-120.8588258,56.16184633,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-10,BBFM0866,10,631610,6226733,-120.8804236,56.16739524,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-11,BBFM0867,10,631407,6226742,-120.8836859,56.16753204,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-12,BBFM0862,10,631214,6226679,-120.8868229,56.16701954,,
Point Counts 2012,No,No,No,-,No,,,PC12-DS-C-13,BBFM0861,10,631012,6226672,-120.890077,56.16701224,,
Point Counts 2012,No,No,No,-,No,,,PC12-DS-C-14,BBFM0864,10,630813,6226713,-120.8932593,56.167435,,
Point Counts 2012,No,No,No,-,Yes,,,PC12-DS-C-15,BBFM0868,10,630613,6226757,-120.8964562,56.16788489,,
Point Counts 2012,No,No,No,-,Yes,,,PC12-DS-C-16,BBFM0869,10,630413,6226796,-120.8996557,56.16828981,,
Point Counts 2012,No,No,No,-,Yes,,,PC12-DS-C-17,BBFM0871,10,630216,6226843,-120.902803,56.16876565,,
Point Counts 2012,Yes,No,No,-,Yes,,,PC12-DS-C-18,BBFM0870,10,630013,6226835,-120.9060739,56.16874922,,
Point Counts 2012,Yes,No,No,-,Yes,,,PC12-DS-C-19,BBFM0874,10,629828,6226915,-120.9090121,56.16951793,,
Point Counts 2012,No,No,No,-,No,,,PC12-DS-C-2,BBFM0847,10,632798,6226264,-120.8615399,56.16285495,,
Point Counts 2012,No,No,No,-,No,,,PC12-DS-C-20,BBFM0875,10,629646,6227010,-120.9118949,56.17042044,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-3,BBFM0848,10,632598,6226266,-120.864757,56.16292856,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-4,BBFM0853,10,632670,6226455,-120.8635042,56.16460546,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-5,BBFM0859,10,632543,6226615,-120.8654681,56.16607733,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-3,BBFM0876,10,633214,6227105,-120.8544252,56.17028976,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-30,BBFM0968,10,629024,6229608,-120.9206442,56.193916,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-31,BBFM0969,10,629200,6229610,-120.9178089,56.19388625,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-4,BBFM0879,10,633025,6227181,-120.8574288,56.17102489,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-5,BBFM0880,10,632834,6227232,-120.8604773,56.17153605,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-6,BBFM0882,10,632665,6227342,-120.8631423,56.17257074,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-7,BBFM0883,10,632532,6227490,-120.8652091,56.17393654,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-8,BBFM0885,10,632404,6227648,-120.8671906,56.17539071,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-9,BBFM0886,10,632209,6227706,-120.8703005,56.17596559,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-1,BBFM0294,10,571626,6213838,-121.8496139,56.06434809,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-10,BBFM0300,10,572389,6214170,-121.8372724,56.06721565,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-11,BBFM0302,10,572430,6214386,-121.8365556,56.06914977,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-12,BBFM0306,10,572425,6214583,-121.8365826,56.07092018,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-13,BBFM0311,10,572420,6214786,-121.8366079,56.07274448,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-14,BBFM0315,10,572420,6214989,-121.836553,56.07456803,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-15,BBFM0321,10,572418,6215189,-121.836531,56.07636492,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-16,BBFM0325,10,572415,6215392,-121.8365242,56.07818892,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-17,BBFM0330,10,572370,6215588,-121.837194,56.0799564,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-18,BBFM0303,10,572615,6214455,-121.8335659,56.06974156,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-19,BBFM0308,10,572686,6214648,-121.8323732,56.07146449,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-2,BBFM0290,10,571457,6213695,-121.8523658,56.06308878,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-20,BBFM0312,10,572745,6214847,-121.8313716,56.07324314,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-21,BBFM0317,10,572805,6215041,-121.8303551,56.0749767,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-3,BBFM0287,10,571239,6213524,-121.8559117,56.06158517,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-4,BBFM0297,10,572009,6213978,-121.8434263,56.06554824,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-5,BBFM0301,10,572076,6214305,-121.8422624,56.0684756,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-6,BBFM0304,10,571998,6214491,-121.8434649,56.07015818,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-LY-A-7,BBFM0305,10,571805,6214552,-121.8465481,56.07073515,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-8,BBFM0307,10,571608,6214597,-121.8496999,56.07116891,,
Point Counts 2012,No,Yes,No,Yes,Yes,,,PC12-LY-A-9,BBFM0309,10,571412,6214661,-121.8528306,56.07177312,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-1,BBFM0067,10,556010,6204425,-122.1023472,55.98186597,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-10,BBFM0054,10,554952,6203808,-122.1194271,55.97644517,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-11,BBFM0053,10,555159,6203801,-122.1161119,55.97635855,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-12,BBFM0055,10,555359,6203809,-122.1129058,55.9764074,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-13,BBFM0052,10,555561,6203774,-122.1096765,55.97606963,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-2,BBFM0065,10,555876,6204276,-122.1045254,55.98054299,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-3,BBFM0060,10,555776,6204092,-122.1061659,55.97890158,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-4,BBFM0058,10,555596,6203993,-122.1090705,55.97803306,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-4a,BBFM0058,10,555578,6204049,-122.1093474,55.97853824,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-5,BBFM0062,10,555393,6204124,-122.1122962,55.97923341,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-6,BBFM0064,10,555191,6204149,-122.1155278,55.97948127,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-7,BBFM0061,10,554992,6204104,-122.1187257,55.97909983,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-8,BBFM0063,10,554786,6204141,-122.122019,55.97945578,,
Point Counts 2012,No,No,No,-,No,,,PC12-PO-B-9,BBFM0057,10,554795,6203935,-122.1219167,55.97760407,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-1,BBFM0011,10,526599,6150907,-122.5788949,55.50353337,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-10,BBFM0008,10,524973,6150651,-122.6046594,55.50131889,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-11,BBFM0010,10,524827,6150791,-122.6069581,55.50258429,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-12,BBFM0012,10,524687,6150938,-122.6091613,55.50391225,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-13,BBFM0014,10,524546,6151085,-122.6113805,55.50524021,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-14,BBFM0016,10,524362,6151176,-122.6142856,55.5060671,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-15,BBFM0018,10,524636,6151264,-122.6099398,55.50684408,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-16,BBFM0015,10,524777,6151119,-122.6077203,55.50553406,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-2,BBFM0009,10,526511,6150723,-122.5803056,55.50188483,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-3,BBFM0007,10,526351,6150597,-122.5828504,55.50076132,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-4,BBFM0003,10,526163,6150521,-122.5858336,55.50008853,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-5,BBFM0001,10,525966,6150470,-122.5889569,55.49964077,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-6,BBFM0004,10,525772,6150532,-122.5920221,55.50020814,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-7,BBFM0005,10,525566,6150555,-122.5952809,55.50042562,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-8,BBFM0002,10,525361,6150516,-122.5985296,55.50008587,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-B-9,BBFM0006,10,525164,6150571,-122.6016431,55.50059026,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-1,BBFM0013,10,525207,6151084,-122.6009158,55.50519758,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-2,BBFM0017,10,525384,6151182,-122.5981046,55.50606899,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-3,BBFM0019,10,525529,6151326,-122.5957956,55.50735534,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-4,BBFM0021,10,525455,6151519,-122.5969495,55.50909339,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-5,BBFM0024,10,525408,6151715,-122.5976757,55.51085699,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-6,BBFM0025,10,525302,6151896,-122.5993376,55.51248885,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-7,BBFM0023,10,525157,6151684,-122.6016529,55.51059143,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-8,BBFM0022,10,525283,6151528,-122.5996721,55.50918319,,
Point Counts 2012,No,No,No,-,No,,,PC12-PP-C-9,BBFM0020,10,525279,6151328,-122.5997536,55.50738631,,
Point Counts 2012,No,No,No,-,No,,,PC12-WU-A-1,BBFM1431,10,628363,6240283,-120.9261134,56.28994239,,
Point Counts 2012,No,No,No,-,No,,,PC12-WU-A-2,BBFM1432,10,628590,6240291,-120.9224447,56.28995277,,
Point Counts 2012,No,No,No,-,No,,,PC12-WU-A-3,BBFM1429,10,628692,6240116,-120.9208833,56.28835387,,
Point Counts 2012,No,No,No,-,No,,,PC12-WU-A-4,BBFM1430,10,628870,6240224,-120.917957,56.28927526,,
Point Counts 2012,No,No,No,-,No,,,PC12-WU-A-5,BBFM1428,10,628814,6240029,-120.9189562,56.28753963,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-6,BBFM0855,10,632362,6226521,-120.8684275,56.16528364,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-7,BBFM0854,10,632161,6226491,-120.8716768,56.16507003,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-8,BBFM0858,10,631987,6226597,-120.8744242,56.16606995,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-C-9,BBFM0863,10,631806,6226680,-120.8772957,56.16686524,,
Point Counts 2012,Yes,No,No,-,No,,,PC12-DS-D-1,BBFM0878,10,633609,6227179,-120.8480311,56.17084362,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-10,BBFM0887,10,632010,6227738,-120.8734877,56.17630806,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-11,BBFM0888,10,631818,6227804,-120.8765455,56.17695378,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-12,BBFM0889,10,631614,6227831,-120.8798158,56.17725257,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-13,BBFM0891,10,631431,6227911,-120.8827219,56.17802135,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-14,BBFM0892,10,631247,6227992,-120.8856438,56.17879932,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-15,BBFM0894,10,631061,6228072,-120.8885985,56.1795688,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-16,BBFM0896,10,630875,6228153,-120.8915528,56.18034718,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-17,BBFM0897,10,630691,6228235,-120.8944745,56.18113392,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-18,BBFM0898,10,630495,6228285,-120.8976053,56.18163656,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-19,BBFM0899,10,630291,6228288,-120.9008879,56.18171932,,
Point Counts 2012,Yes,Yes,No,Yes,No,,,PC12-DS-D-2,BBFM0877,10,633414,6227116,-120.851201,56.17033259,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-20,BBFM0901,10,630086,6228293,-120.9041857,56.18182022,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-21,BBFM0902,10,629883,6228296,-120.9074523,56.18190252,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-22,BBFM0903,10,629693,6228371,-120.9104745,56.18262768,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-23,BBFM0905,10,629559,6228522,-120.9125582,56.18401991,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-24,BBFM0910,10,629400,6228649,-120.9150563,56.18520342,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-25,BBFM0915,10,629281,6228812,-120.9168929,56.18669925,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-26,BBFM0920,10,629151,6228967,-120.9189107,56.18812621,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-27,BBFM0929,10,629007,6229109,-120.9211604,56.18944021,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-28,BBFM0949,10,628881,6229270,-120.9231111,56.1909199,,
Point Counts 2012,Yes,Yes,No,Yes,Yes,,,PC12-DS-D-29,BBFM0960,10,629035,6229408,-120.9205642,56.19211727,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-01,PC17-CC-01,BBFM1414,10,609010,6238122,-121.2394994,56.27537626,,mulched riparian
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-02,PC17-CC-02,BBFM1417,10,609126,6238352,-121.237532,56.27741508,,habitat has been cleare and mulched
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-03,PC17-CC-03,BBFM1418,10,608999,6238451,-121.2395412,56.2783333,,habitat has been cleare and mulched adjacent to plot
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-04,PC17-CC-04,BBFM1419,10,608839,6238669,-121.2420341,56.28032771,,"Mature At, Act, Spruce stand.  Very open canopy (10% cover), very shrubby understorey"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-05,PC17-CC-05,BBFM1420,10,608543,6238783,-121.2467657,56.28141924,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-06,PC17-CC-06,BBFM1422,10,608477.1123,6239003.229,-121.247739,56.28341203,,"Mature open spruce stand wiwth Act. Very shrubby with rose, alder, willow, and saskatoon"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-07,PC17-CC-07,BBFM1424,10,608238.2123,6239161.624,-121.251531,56.284889,,"Mature At spruce stand, low shrub, rose, At and sarsparilla"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-08,PC17-CC-08,BBFM1421,10,608185,6238950,-121.2524769,56.28300067,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-09,PC17-CC-09,BBFM1426,10,608009,6239326,-121.2551645,56.28641737,,At-spruce high bench floodplain with spruce regen and horsetail.
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-10,PC17-CC-10,BBFM1423,10,607985,6239157,-121.2556211,56.28490515,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-11,PC17-CC-11,BBFM1427,10,607794,6239472,-121.2585763,56.28777738,,Mature Act on high bench floodplain.  Lots of regen
Point Counts 2017,Yes,Yes,No,Yes,Yes,Cache Creek,CC-13,PC17-CC-13,BBFM1425,10,607588,6239268,-121.2619857,56.28599212,,"Mature SS7 Act, spruce stand with spruce regen and low lying high bush cranberry, rose and horsetail"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-01,PC17-HR-01,BBFM1026,10,594381,6231899,-121.4778744,56.22261827,,"Shrub stage (3b) Act, alder, low bench floodplain, sparse herb canopy of scouring rush"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-02,PC17-HR-02,BBFM1033,10,593958,6232067,-121.484634,56.22421088,,"mature SS6 sprice Act stand with shrubby understorey of regen, rose, highbush cranberry"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-03,PC17-HR-03,BBFM1052,10,593366,6232369,-121.4940718,56.22703984,,"young Act and At stand with shrubby understorey, dogwood, high bush cranberry and horsetail"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-04,PC17-HR-04,BBFM1157,10,591684,6234008,-121.5206236,56.24208785,,"High bench floodplain with occasional mature Act (<10% cover) with dense 3b wolf willow, rose, and saskatoon"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-05,PC17-HR-05,BBFM1142,10,591506,6233832,-121.5235555,56.24054139,,young At stand with shrubby understorey of rose
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-06,PC17-HR-06,BBFM1216,10,591060,6234553,-121.530501,56.24710277,,Tall shrub - wolf willow and willow. Low shrub-saskatoon and rose
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-07,PC17-HR-07,BBFM1228,10,590781,6234624,-121.5349774,56.24779383,,young At stand with rose and peavine understorey
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-08,PC17-HR-08,BBFM1239,10,590342,6234736,-121.5420211,56.24888342,,"Mature Act with young spruce, alder regen. Willow understorey with grasses"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-09,PC17-HR-09,BBFM1138,10,590135,6233750,-121.5456963,56.24006678,,Mature Act mid bench floodplain with braided channels. 3b alder understorey with sparse grades
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-10,PC17-HR-10,BBFM1086,10,589303,6232950,-121.5593854,56.23303837,,Spruce Act stand with dense pole/sapling understorey of spruce regen
Point Counts 2017,No,Yes,No,Yes,Yes,Halfway River,HR-11,PC17-HR-11,BBFM1083,10,589071,6232924,-121.5631354,56.23284835,,"Mature Act (SS6-7) with mature spruce. Very shrubby understorey of rose, dogwood"
Point Counts 2017,Yes,Yes,No,Yes,Yes,Halfway River,HR-12,PC17-HR-12,BBFM1220,10,590648,6234564,-121.5371435,56.24728032,,young aspen with sarsparilla
Point Counts 2017,No,No,Marl Fen,-,No,Marl Fen,MF-01,PC17-MF-01,BBFM0271,10,564238,6212108,-121.9686647,56.04985549,,"Mature spruce, Act with low shrub. Understory of soopolalie and rose."
Point Counts 2017,No,No,Marl Fen,-,No,Marl Fen,MF-02,PC17-MF-02,BBFM0266,10,563624,6212035,-121.9785379,56.04928168,,
Point Counts 2017,No,No,Marl Fen,-,No,Marl Fen,MF-03,PC17-MF-03,BBFM0274,10,563149,6212182,-121.9861279,56.05066512,,
Point Counts 2017,No,No,Marl Fen,-,No,Marl Fen,MF-04,PC17-MF-04,BBFM0282,10,563089,6212907,-121.9869203,56.05718604,,spruce horsetail growing on sphagnum hummocks
Point Counts 2017,No,No,Marl Fen,-,No,Marl Fen,MF-05,PC17-MF-05,BBFM0291,10,563733,6213758,-121.9763783,56.06474563,,"At regen, with spruce, soopalilie"
Point Counts 2017,No,No,Marl Fen,-,No,Marl Fen,MF-06,PC17-MF-06,BBFM0283,10,562602,6212939,-121.9947317,56.05753744,,"mature spruce/larch, horsetail, growing on sphagnum hummock"
Point Counts 2017,No,No,Marl Fen,-,No,Marl Fen,MF-07,PC17-MF-07,BBFM0289,10,562578,6213647,-121.9949516,56.06390088,,fallow field with WT pockets
Point Counts 2017,No,No,No,-,No,Marl Fen,MF-08,PC17-MF-08,BBFM0295,10,561777,6213854,-122.0077663,56.06586453,,dense At pole stand with dense rose understorey
Point Counts 2017,No,No,No,-,No,Marl Fen,MF-09,PC17-MF-09,BBFM0296,10,561036,6213971,-122.0196392,56.06701068,,Mature At stand with occassional Sw. Think low shrub cover of rose.
Point Counts 2017,No,No,No,-,No,Marl Fen,MF-10,PC17-MF-10,BBFM0292,10,560586,6213785,-122.0269081,56.06539693,,Mature At stand with occassional Sw. Think low shrub cover of rose.
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-01,PC17-PR-01,BBFM1013,10,628673.8408,6231205.142,-120.925509,56.20835108,,Lots of construction/heavy equipment below; very loud. Stripped/cleared for road below; moved wpt due to access - couldn't climb slope
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-02,PC17-PR-02,BBFM1022,10,628090,6231725,-120.9346638,56.21317623,,Heavey machinery noise in background - noisy
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-03,PC17-PR-03,BBFM1032,10,627967,6232066,-120.9364811,56.21627108,,Lots of construction/heavy equipment activity across the river; very loud
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-04,PC17-PR-04,BBFM1016,10,627898,6231347,-120.9379396,56.20983387,,Alder-willow floodplain bench ss 36
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-05,PC17-PR-05,BBFM1062,10,626843,6232553,-120.95436,56.22094471,,Heavy machinery noise in background
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-06,PC17-PR-06,BBFM1116,10,626544,6233377,-120.9587852,56.22842294,,Noise from construction/heavy equipment from across the river
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-07,PC17-PR-07,BBFM1125,10,626184,6233496,-120.9645314,56.22958706,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-08,PC17-PR-08,BBFM1132,10,625493,6233671,-120.9755871,56.23134119,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-09,PC17-PR-09,BBFM1135,10,625218,6233704,-120.9800046,56.23170997,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-10,PC17-PR-10,BBFM1112,10,624474,6233331,-120.9921736,56.22855606,,Cleared/mulched
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-11,PC17-PR-11,BBFM1100,10,624133,6233160,-120.9977504,56.22710974,,Cleared/mulched
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-12,PC17-PR-12,BBFM1079,10,623772,6232889,-121.0036959,56.22477045,,
Point Counts 2017,Yes,Yes,No,Yes,Yes,Dam to Wilder Creek,PR-13,PC17-PR-13,BBFM1075,10,621821,6232824,-121.0351722,56.22469036,,Mature Act with sparse shrubby understory.
