StationID,BHC20_100,area.x,BHC20_250,area.y,BHC33_100,area.x.x,BHC33_250,area.y.y
PC08-14-18,CYF,13793.90432,CYF,76202.45292,CYF-Pl,13793.90432,CYF-Pl,76202.45292
PC08-14-19,CYF,14508.69611,CYF,69735.49871,CYF-Pl,14508.69611,CYF-Pl,68174.96879
PC08-14-2,FBT,12591.51663,WGR,56805.37306,FBT-Sb,12591.51663,WGR,56805.37306
PC08-14-3,WGR,11902.30684,WGR,94730.03806,WGR,11902.30684,WGR,94730.03806
PC08-14-4,WGR,21876.84725,WGR,100481.2029,WGR,21876.84725,WGR,100481.2029
PC08-14-5,WGR,20850.6123,WGR,91846.59782,WGR,20850.6123,WGR,91846.59782
PC08-14-6,WGR,14596.23965,CYF,82262.67175,WGR,14596.23965,CYF-Sb,82262.67175
PC08-14-7,WGR,10516.02743,CYF,74960.0029,WGR,10516.02743,CYF-Sb,74960.0029
PC08-14-8,WGR,8823.748657,CYF,57213.30105,WGR,8823.748657,CYF-Sb,57213.30105
PC08-14-9,CYF,26789.75552,CYF,99625.06346,CYF-Sb,26789.75552,CYF-Sb,98902.26982
PC08-8-1,DYF,20345.53463,DYF,78448.25125,DYF-At,20345.53463,DYF-At,78448.25125
PC08-8-10,DYF,19256.58075,DYF,80148.83,DYF-At,19256.58075,DYF-At,80148.83
PC08-8-11,DMF,21011.68727,DMF,96160.11345,DMF-At,21011.68727,DMF-At,96160.11345
PC08-8-12,DSH,20829.98761,DSH,110082.848,DSH-At,20829.98761,DSH-At,110082.848
PC08-8-13,DSH,28403.15056,DSH,148781.157,DSH-At,28403.15056,DSH-At,148781.157
PC08-8-14,DYF,18761.98688,DYF,84932.18063,DYF-At,18761.98688,DYF-At,84932.18063
PC08-8-2,DYF,17997.42138,CMF,58744.00804,DYF-At,17997.42138,CMF-Sw,58744.00804
PC08-8-3,CMF,23870.79536,CMF,97604.81146,CMF-Sw,23870.79536,CMF-Sw,97604.81146
PC08-8-4,CMF,21361.14316,CMF,109985.4096,CMF-Sw,21361.14316,CMF-Sw,109117.0134
PC08-8-5,FBT,15140.8485,CMF,74722.27502,FBT-Sb,15140.8485,CMF-Sw,74573.91449
PC08-8-6,FBT,22493.16676,FBT,115050.03,FBT-Sb,22493.16676,FBT-Sb,115050.03
PC08-8-7,FBT,19510.95869,FBT,84606.42964,FBT-Sb,19510.95869,FBT-Sb,84606.42964
PC08-8-8,CYF,20430.40296,WGR,82342.98639,CYF-Sw,20430.40296,WGR,82342.98639
PC08-8-9,DYF,13269.69467,WGR,63988.89899,DYF-At,13269.69467,WGR,63988.89899
PC08-9-1,WGR,22536.16811,FBS,54438.03461,WGR,22536.16811,FBS-Lt,54438.03461
PC08-9-10,DSH,29663.0555,DSH,121636.5824,DSH-At,29663.0555,DSH-At,121636.5824
PC08-9-11,DSH,24338.82016,DSH,129191.7578,DSH-At,24338.82016,DSH-At,129191.7578
PC08-9-12,DSH,29927.0923,DSH,130816.9197,DSH-At,29927.0923,DSH-At,130816.9197
PC08-9-13,DSH,29608.83405,DSH,135728.8245,DSH-At,29608.83405,DSH-At,135728.8245
PC08-9-14,DSH,29386.59386,DSH,136941.2927,DSH-At,29386.59386,DSH-At,136941.2927
PC08-9-15,DYF,25131.50385,DYF,146671.857,DYF-At,25131.50385,DYF-At,146671.857
PC08-9-2,DYF,13354.86807,DYF,58621.42687,DYF-At,13354.86807,DYF-At,58621.42687
PC08-9-3,DSH,11740.17303,DYF,55758.20003,DSH-At,11740.17303,DYF-At,55758.20003
PC08-9-4,DSH,25628.33573,DSH,108978.528,DSH-At,25628.33573,DSH-At,108978.528
PC08-9-5,DSH,28919.14379,DSH,133939.9525,DSH-At,28919.14379,DSH-At,133939.9525
PC08-9-6,DSH,30919.29913,DSH,141189.0429,DSH-At,30919.29913,DSH-At,141189.0429
PC08-9-7,DSH,31415.65059,DSH,142528.0767,DSH-At,31415.65059,DSH-At,142528.0767
PC08-9-8,DSH,14732.92018,DSH,112756.9371,DSH-At,14732.92018,DSH-At,112756.9371
PC08-9-9,DSH,30910.42846,DSH,135974.7775,DSH-At,30910.42846,DSH-At,135974.7775
PC08-A-1,CMF,27174.86314,WAT,63806.81613,CMF-Sw,27174.86314,WAT,63806.81613
PC08-A-10,CMF,16580.96621,CMF,81856.44837,CMF-Sw,16580.96621,CMF-Sw,81856.44837
PC08-A-11,CMF,26043.17675,CMF,90736.95179,CMF-Sw,26043.17675,CMF-Sw,90736.95179
PC08-A-12,CMF,25823.79193,CMF,102201.5287,CMF-Sw,25823.79193,CMF-Sw,102201.5287
PC08-A-13,DMF,27706.28036,CMF,77491.97586,DMF-At,27706.28036,CMF-Sw,77491.97586
PC08-A-14,WRI,31415.64951,WRI,72146.70362,WRI,31415.64951,WRI,72146.70362
PC08-A-15,CMF,31415.56827,CMF,116137.1406,CMF-Sw,31415.56827,CMF-Sw,116137.1406
PC08-A-16,WAT,11826.98816,WAT,80237.04107,WAT,11826.98816,WAT,80237.04107
PC08-A-2,CMF,17573.56378,CMF,89041.22175,CMF-Sw,17573.56378,CMF-Sw,89041.22175
PC08-A-3,CMF,21747.02031,CMF,113495.6419,CMF-Sw,21747.02031,CMF-Sw,113495.6419
PC08-A-4,CMF,31233.04837,CMF,143944.9309,CMF-Sw,31233.04837,CMF-Sw,143944.9309
PC08-A-4n,WAT,23123.3054,CYF,71310.10913,WAT,23123.3054,CYF-Sw,71310.10913
PC08-A-5,CMF,31415.49774,CMF,178105.9461,CMF-Sw,31415.49774,CMF-Sw,178105.9461
PC08-A-5n,WAT,22520.30995,CMF,71719.15037,WAT,22520.30995,CMF-Sw,71719.15037
PC08-A-6,CMF,31415.56917,CMF,172619.1199,CMF-Sw,31415.56917,CMF-Sw,172619.1199
PC08-A-6n,NVE,23229.03018,CMF,70256.60692,NVE,23229.03018,CMF-Sw,70256.60692
PC08-A-7,CMF,31410.16286,CMF,156790.8461,CMF-Sw,31410.16286,CMF-Sw,156790.8461
PC08-A-7n,CMF,31415.51582,CMF,157065.1075,CMF-Sw,31415.51582,CMF-Sw,157065.1075
PC08-A-8,RSH,14780.95098,NVE,67890.18687,RSH-Ac,14780.95098,NVE,67890.18687
PC08-A-9,NVE,23896.02236,NVE,66335.08837,NVE,23896.02236,NVE,66335.08837
PC08-B-1,CYF,16838.70998,CYF,72496.54042,CYF-Pl,16469.92729,DYF-At,62078.9615
PC08-B-10,DMF,24689.25932,DMF,121368.115,DMF-At,24689.25932,DMF-At,121368.115
PC08-B-10n,CYF,31415.61695,CYF,178847.2841,CYF-Sw,31415.61695,CYF-Sw,178847.2841
PC08-B-11,DMF,18706.77751,DMF,105098.3902,DMF-At,18706.77751,DMF-At,105098.3902
PC08-B-11n,CYF,31415.62321,CYF,187791.7145,CYF-Sw,31415.62321,CYF-Sw,187791.7145
PC08-B-12,DMF,28798.67379,DMF,136580.1293,DMF-At,28798.67379,DMF-At,136580.1293
PC08-B-12n,CYF,31415.92654,CYF,169382.9336,CYF-Sw,31415.92654,CYF-Sw,169382.9336
PC08-B-13,CMF,13121.07783,CYF,89377.74221,CMF-Sb,13121.07783,CYF-Sw,89377.74221
PC08-B-13n,CYF,31415.77672,CYF,173882.0001,CYF-Sw,31415.77672,CYF-Sw,173882.0001
PC08-B-14,DSG,14963.78844,CYF,50108.06179,DSG,14963.78844,CYF-Sw,50108.06179
PC08-B-14n,CYF,29592.22287,CYF,130042.4262,CYF-Sw,29592.22287,CYF-Sw,130042.4262
PC08-B-15,CSH,22413.22764,CSH,91914.12713,CSH-Sw,22413.22764,CSH-Sw,91914.12713
PC08-B-15n,CMF,27441.8041,CMF,66046.76812,CMF-Sw,27441.8041,CMF-Sw,66046.76812
PC08-B-16,CSH,29776.919,CSH,107823.0857,CSH-Sw,29776.919,CSH-Sw,107823.0857
PC08-B-16n,CSH,18323.59495,CMF,87268.92097,CSH-Sw,18323.59495,CMF-Sw,87268.92097
PC08-B-1n,DYF,31415.45001,DYF,136151.4649,DYF-At,31415.45001,DYF-At,136151.4649
PC08-B-2,CYF,31413.43702,CYF,138844.8691,CYF-Sw,18939.53736,CYF-Sw,106536.1388
PC08-B-2n,CYF,30745.83937,CYF,137161.0072,CYF-Sw,30745.83937,CYF-Sw,134610.773
PC08-B-3,CYF,31415.5585,CYF,176478.2361,CYF-Sw,31415.5585,CYF-Sw,175771.8839
PC08-B-3n,CYF,31415.80682,CYF,166915.012,CYF-Sw,31415.80682,CYF-Sw,166915.012
PC08-B-4,CYF,31415.92654,CYF,196348.5338,CYF-Sw,31415.92654,CYF-Sw,196348.5338
PC08-B-4n,CYF,31415.60442,CYF,158672.7791,CYF-Sw,31415.60442,CYF-Sw,158672.7791
PC08-B-5,CYF,31415.92654,CYF,196348.6284,CYF-Sw,31415.92654,CYF-Sw,196348.6284
PC08-B-5n,CYF,31415.72779,CYF,182635.2505,CYF-Sw,31415.72779,CYF-Sw,182635.2505
PC08-B-6,CYF,31415.92654,CYF,196348.5737,CYF-Sw,31415.92654,CYF-Sw,196348.5737
PC08-B-6n,CYF,24247.34962,CYF,121646.979,CYF-Sw,24247.34962,CYF-Sw,121646.979
PC08-B-7,CYF,31415.92654,CYF,172818.2717,CYF-Sw,31415.92654,CYF-Sw,172818.2717
PC08-B-7n,CYF,27911.48143,CYF,123155.4457,CYF-Sw,27911.48143,CYF-Sw,123155.4457
PC08-B-8,DYF,31415.6566,DYF,177015.2519,DYF-Ac,31415.6566,DYF-Ac,145426.0142
PC08-B-8n,DYF,31415.78677,DYF,154089.6509,DYF-At,28484.25129,DYF-At,94281.33283
PC08-B-9,CYF,30711.31426,CYF,142260.454,CYF-Sw,30711.31426,CYF-Sw,142260.454
PC08-B-9n,DYF,23392.643,CYF,105258.2583,DYF-Ac,23392.643,CYF-Sw,105258.2583
PC08-C-1,DYF,18577.3771,DYF,117876.3189,DYF-At,18572.56375,DYF-At,88628.60667
PC08-C-10,DYF,31415.72617,DYF,194318.1944,DYF-At,31415.72617,DYF-At,194318.1944
PC08-C-10n,DYF,31415.69955,DYF,196348.5686,DYF-At,31415.69955,DYF-At,196348.5686
PC08-C-11,CYF,15773.22549,DYF,145780.8748,CYF-Sw,15773.22549,DYF-At,145780.8748
PC08-C-11n,DYF,30300.43054,DYF,159963.4997,DYF-At,30300.43054,DYF-At,159963.4997
PC08-C-12,DYF,21135.11084,DYF,92040.66145,DYF-At,21135.11084,DYF-At,92040.66145
PC08-C-12n,CYF,25916.21364,DYF,111031.246,CYF-Sw,25916.21364,DYF-At,103649.0987
PC08-C-13,CYF,19612.38508,DYF,71253.35118,CYF-Sw,19612.38508,CYF-Sw,68735.81676
PC08-C-13n,DYF,27214.03776,DYF,130439.6056,DYF-Ep,25653.71207,DYF-At,68532.64668
PC08-C-14,DYF,18245.85027,DYF,124198.0237,DYF-At,13378.91135,DYF-At,82560.78095
PC08-C-14n,CYF,29371.57621,DYF,119967.2969,CYF-Sw,29371.57621,DYF-At,79784.76914
PC08-C-15,CYF,22167.05785,DYF,108634.9062,CYF-Sw,22167.05785,CYF-Sw,87713.55224
PC08-C-15n,DYF,27194.89885,DYF,140883.336,DYF-Ac,23131.25138,DYF-At,93824.3438
PC08-C-16,CYF,22540.1443,DYF,131357.6219,CYF-Sw,22540.1443,DYF-At,87163.62003
PC08-C-16n,DYF,31415.43253,DYF,159349.807,DYF-At,29711.18075,DYF-At,97261.48096
PC08-C-2,DYF,31415.52341,DYF,146931.5618,DYF-At,21124.9414,DYF-At,115661.5525
PC08-C-2n,DYF,28119.58722,DYF,109440.4498,DYF-At,28119.58722,DYF-At,85341.67962
PC08-C-3,DYF,20590.5488,DYF,166569.7817,DYF-Ac,17195.13792,DYF-Ac,83391.67812
PC08-C-3n,DYF,30662.08838,DYF,109211.9716,DYF-Ac,30662.08838,DYF-Ac,87903.15484
PC08-C-4,DYF,31415.50594,DYF,191023.3705,DYF-At,17696.18863,DYF-At,116600.2546
PC08-C-4n,DYF,27634.62428,DYF,131598.5716,DYF-At,20223.89573,DYF-At,67905.67035
PC08-C-5,DYF,31415.55793,DYF,196348.4778,DYF-At,31415.55793,DYF-At,172271.5179
PC08-C-5n,DYF,24925.74373,DYF,123294.4643,DYF-Ac,19238.58346,DYF-At,71116.00951
PC08-C-6,DYF,31415.41271,DYF,196348.5708,DYF-At,31415.41271,DYF-At,196348.5708
PC08-C-6n,DYF,31415.4658,DYF,193199.5267,DYF-At,31415.4658,DYF-At,153441.7224
PC08-C-7,DYF,31415.55065,DYF,196348.3501,DYF-At,31415.55065,DYF-At,196348.3501
PC08-C-7n,DYF,31415.65938,DYF,196348.6614,DYF-At,31415.65938,DYF-At,196348.6614
PC08-C-8,DYF,31415.43689,DYF,196348.4067,DYF-At,31415.43689,DYF-At,196348.4067
PC08-C-8n,DYF,31415.52808,DYF,196348.4561,DYF-At,31415.52808,DYF-At,196348.4561
PC08-C-9,DYF,31415.62757,DYF,196348.4352,DYF-At,31415.62757,DYF-At,196348.4352
PC08-C-9n,DYF,31415.46626,DYF,196348.7437,DYF-At,31415.46626,DYF-At,196348.7437
PC08-E-1,CMF,31415.51745,CMF,135866.5966,CMF-Sw,31415.51745,CMF-Sw,135866.5966
PC08-E-10,CMF,31415.72172,CMF,152719.156,CMF-Sw,31415.72172,CMF-Sw,152719.156
PC08-E-10n,CYF,17532.2175,CYF,93676.01779,CYF-Sw,17532.2175,CYF-Sw,93676.01779
PC08-E-11,CYF,25414.03533,CYF,93564.85293,CYF-Sw,25414.03533,CYF-Sw,93564.85293
PC08-E-12,DYF,30918.30336,DYF,133811.4768,DYF-At,30918.30336,DYF-At,133811.4768
PC08-E-13,RMF,14672.93564,RMF,81222.14604,RMF-Ac,14672.93564,RMF-Ac,81222.14604
PC08-E-18,DYF,31415.46474,DYF,186629.8,DYF-At,31415.46474,DYF-At,186629.8
PC08-E-19,DYF,28580.76224,DYF,119425.9875,DYF-At,28580.76224,DYF-At,119425.9875
PC08-E-1n,DYF,28783.6701,DYF,114615.3125,DYF-At,28783.6701,DYF-At,114615.3125
PC08-E-2,CMF,28257.06405,CMF,147778.8138,CMF-Sw,28257.06405,CMF-Sw,147778.8138
PC08-E-2n,CMF,18574.31753,CMF,106985.5465,CMF-Sw,18574.31753,CMF-Sw,106985.5465
PC08-E-3,CMF,17838.52831,CMF,115592.6524,CMF-Sw,17838.52831,CMF-Sw,115592.6524
PC08-E-3n,CMF,23691.54284,CMF,112091.3768,CMF-Sw,23691.54284,CMF-Sw,112091.3768
PC08-E-4,CMF,28108.29073,CMF,128332.676,CMF-Sw,28108.29073,CMF-Sw,128332.676
PC08-E-4n,CYF,17841.65771,CYF,105867.7475,CYF-Sw,17841.65771,CYF-Sw,105867.7475
PC08-E-5,CYF,31415.56579,CYF,160273.4823,CYF-Sw,31415.56579,CYF-Sw,160273.4823
PC08-E-5n,CYF,26741.4711,CYF,153444.4105,CYF-Sw,26741.4711,CYF-Sw,153444.4105
PC08-E-6,CMF,31412.84836,CMF,130813.7903,CMF-Sw,31412.84836,CMF-Sw,130813.7903
PC08-E-6n,CYF,25699.08974,CYF,163776.6554,CYF-Sw,25699.08974,CYF-Sw,163776.6554
PC08-E-7,CYF,23406.74478,CYF,125771.803,CYF-Sw,23406.74478,CYF-Sw,125771.803
PC08-E-7n,CYF,19697.38869,CYF,111158.2454,CYF-Sw,19697.38869,CYF-Sw,111158.2454
PC08-E-8,CYF,27055.028,CYF,123780.4087,CYF-Sw,27055.028,CYF-Sw,123780.4087
PC08-E-8n,CMF,31415.55734,CMF,155209.2429,CMF-Sw,31415.55734,CMF-Sw,155209.2429
PC08-E-9,CMF,31415.62581,CMF,170250.9098,CMF-Sw,31415.62581,CMF-Sw,170250.9098
PC08-E-9n,CMF,29613.89594,CMF,138549.1928,CMF-Sw,29613.89594,CMF-Sw,138549.1928
PC08-F-1,CMF,18550.76067,CMF,99986.74072,CMF-Sw,18550.76067,CMF-Sw,99986.74072
PC08-F-10,CYF,31415.69736,CYF,159457.4787,CYF-Sw,31415.69736,CYF-Sw,159457.4787
PC08-F-10n,CMF,14495.55475,CYF,107287.3291,CMF-Sw,14495.55475,CYF-Sw,107287.3291
PC08-F-11,DYF,23740.88214,CMF,92059.44729,DYF-Ep,18801.90219,CMF-Sw,92059.44729
PC08-F-11n,CMF,26056.03523,CMF,120609.6664,CMF-Sw,26056.03523,CMF-Sw,120609.6664
PC08-F-12,DYF,19066.69009,CMF,155995.8879,DYF-Ep,19066.69009,CMF-Sw,155995.8879
PC08-F-12n,CMF,30123.60792,CMF,159239.6281,CMF-Sw,30123.60792,CMF-Sw,159239.6281
PC08-F-13,CMF,29843.75764,CMF,144399.9703,CMF-Sw,29843.75764,CMF-Sw,144399.9703
PC08-F-14,CMF,25432.24441,CMF,126049.3971,CMF-Sw,25432.24441,CMF-Sw,126049.3971
PC08-F-1n,CMF,30955.70002,CMF,158289.2665,CMF-Sw,30955.70002,CMF-Sw,158289.2665
PC08-F-2,CMF,25537.54573,CMF,113700.277,CMF-Sw,25537.54573,CMF-Sw,113700.277
PC08-F-2n,CMF,18404.66204,CMF,172902.9854,CMF-Sw,18404.66204,CMF-Sw,172902.9854
PC08-F-3,CMF,30808.6353,CMF,108192.3393,CMF-Sw,30808.6353,CMF-Sw,108192.3393
PC08-F-3n,CMF,17126.51348,CMF,142861.6097,CMF-Sw,17126.51348,CMF-Sw,142861.6097
PC08-F-4,CMF,23877.34253,CMF,96317.69772,CMF-Sw,23877.34253,CMF-Sw,96317.69772
PC08-F-4n,CYF,14284.70827,CMF,118376.2271,CYF-Sw,14284.70827,CMF-Sw,118376.2271
PC08-F-5,CMF,28029.30519,CMF,110078.6943,CMF-Sw,28029.30519,CMF-Sw,110078.6943
PC08-F-5n,CYF,19306.96245,CMF,93452.58148,CYF-Sw,19306.96245,CMF-Sw,93452.58148
